experimento,campana,maquina,motor,celda,run,fecha,modelo_gen,rerank,coleccion,niveles,n_requests,n_ok,wall_s,duracion_telemetria_s,n_consultas_log,tokens_entrada,tokens_salida,tokens_salida_estim_palabras,energia_wh,energia_marginal_wh,pot_media_w,n_gpus
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_05,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_05,2026-07-31 11:46:35,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,190.1,190.1,78,344078,26129,24293,15.291,9.484,289.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_06,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_06,2026-07-31 11:49:52,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,186.5,186.1,78,400282,25151,22638,14.89,9.612,288.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_07,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_07,2026-07-31 11:53:06,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,194.2,194.1,78,323489,23955,22494,15.687,10.24,291.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_08,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_08,2026-07-31 11:56:28,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,182.8,183.1,78,347299,24092,22139,14.93,9.844,293.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_09,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_09,2026-07-31 11:59:38,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,184.9,185.1,78,371562,23053,21445,14.857,9.679,289.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_10,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_10,2026-07-31 12:02:50,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,189.9,190.1,76,340662,23409,22433,15.238,9.98,288.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_01,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_01,2026-07-27 21:08:34,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,482.1,482.1,76,274581,31024,29300,47.027,13.04,350.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_02,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_02,2026-07-27 21:17:04,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,431.7,431.1,76,322285,24883,23487,41.699,12.893,348.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_03,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_03,2026-07-27 21:24:44,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,511.6,511.1,76,311549,33400,31539,50.483,13.35,355.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_04,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_04,2026-07-27 21:33:42,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,439.3,439.1,76,309559,25938,24493,42.206,13.537,345.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_05,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_05,2026-07-27 21:41:28,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,441.6,441.1,76,344237,25491,24056,42.704,13.39,348.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_06,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_06,2026-07-27 21:49:18,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,432.1,432.1,76,389381,23915,22457,42.039,12.323,350.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_07,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_07,2026-07-27 21:56:58,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,467.5,467.1,76,348482,27820,26362,45.532,12.714,350.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_08,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_08,2026-07-27 22:05:14,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,430.2,430.1,76,362866,24033,22586,41.578,13.684,347.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_09,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_09,2026-07-27 22:12:52,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,445.6,445.1,76,359382,25590,24067,43.515,12.614,351.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np1/run_10,confianza_5090,gtc2pc4,ollama,12b_06b_np1,run_10,2026-07-27 22:20:46,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,431.7,431.1,76,328251,24681,23207,41.485,12.931,346.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_01,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_01,2026-07-27 19:06:35,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,359.9,360.1,76,271809,31752,30162,29.648,14.753,296.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_02,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_02,2026-07-27 19:13:01,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,322.8,323.1,76,326514,24012,22781,26.388,15.763,293.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_03,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_03,2026-07-27 19:18:51,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,369.2,369.1,76,316026,31629,29959,30.872,17.554,301.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_04,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_04,2026-07-27 19:25:27,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,335.7,336.1,76,308404,26756,25392,27.918,14.461,298.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_05,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_05,2026-07-27 19:31:29,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,334.9,335.1,76,342954,25780,24243,27.721,17.537,297.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_06,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_06,2026-07-27 19:37:31,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,334.6,334.1,76,379265,24896,23484,27.877,18.281,300.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_07,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_07,2026-07-27 19:43:32,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,350.0,350.1,76,352095,27764,26314,29.238,17.647,300.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_08,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_08,2026-07-27 19:49:49,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,330.2,330.1,76,358478,23675,22363,27.442,17.129,299.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_09,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_09,2026-07-27 19:55:46,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,328.5,328.1,76,354101,24808,23347,27.248,14.969,298.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np4/run_10,confianza_5090,gtc2pc4,ollama,12b_06b_np4,run_10,2026-07-27 20:01:41,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,343.6,343.1,76,326558,26694,25209,28.297,14.922,296.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_01,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_01,2026-08-01 02:28:07,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,369.0,369.1,76,267153,30424,28853,27.925,20.369,272.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_02,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_02,2026-08-01 02:34:41,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,352.2,352.1,76,331095,24375,23081,26.67,19.531,272.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_03,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_03,2026-08-01 02:40:58,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,393.7,393.1,76,313841,32179,30442,30.977,20.392,283.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_04,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_04,2026-08-01 02:47:56,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,365.9,366.1,76,306625,27168,25666,28.378,20.907,279.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_05,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_05,2026-08-01 02:54:27,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,363.9,364.1,76,336503,25467,24040,27.484,20.113,271.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_06,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_06,2026-08-01 03:00:56,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,378.5,378.1,76,383592,24926,23523,28.838,21.216,274.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_07,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_07,2026-08-01 03:07:39,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,377.3,377.1,76,349006,27140,25742,28.769,21.113,274.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_08,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_08,2026-08-01 03:14:21,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,362.4,362.1,76,355014,24429,23075,28.041,20.634,278.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_09,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_09,2026-08-01 03:20:49,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,363.5,363.1,76,362282,24473,23095,28.089,20.655,278.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_06b_np8/run_10,confianza_5090,gtc2pc4,ollama,12b_06b_np8,run_10,2026-08-01 03:27:17,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,368.2,368.1,76,327090,26859,25311,28.549,20.803,279.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_01,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_01,2026-07-27 22:28:20,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,492.5,492.1,76,306945,31167,29402,48.444,13.983,354.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_02,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_02,2026-07-27 22:36:55,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,432.1,432.1,76,321005,24431,23105,42.047,13.053,350.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_03,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_03,2026-07-27 22:44:32,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,513.7,513.1,76,320824,33024,31085,51.048,13.217,358.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_04,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_04,2026-07-27 22:53:29,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,444.7,444.1,76,309668,26211,24684,42.912,14.013,347.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_05,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_05,2026-07-27 23:01:15,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,453.5,453.1,76,347652,26471,24939,44.586,14.529,354.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_06,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_06,2026-07-27 23:09:11,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,454.1,454.1,76,392938,25978,24432,44.716,14.456,354.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_07,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_07,2026-07-27 23:17:10,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,463.2,463.1,76,340788,27422,26015,45.62,15.005,354.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_08,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_08,2026-07-27 23:25:15,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,425.8,426.1,76,354222,23246,21924,41.679,12.278,352.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_09,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_09,2026-07-27 23:32:46,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,448.4,448.1,76,370404,25418,23886,43.907,13.809,352.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np1/run_10,confianza_5090,gtc2pc4,ollama,12b_4b_np1,run_10,2026-07-27 23:40:36,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,449.5,449.1,76,342184,26146,24522,44.118,12.482,353.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_01,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_01,2026-07-27 20:07:49,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,355.8,152083.6,2309,10246781,810531,28856,4570.369,3963.302,108.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_02,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_02,2026-07-27 20:14:10,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,319.4,319.1,76,320204,24183,22934,26.884,12.977,303.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_03,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_03,2026-07-27 20:19:54,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,375.2,375.1,76,322508,32936,31021,32.323,15.575,310.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_04,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_04,2026-07-27 20:26:34,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,328.8,329.1,76,307955,25657,24223,27.429,12.405,300.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_05,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_05,2026-07-27 20:32:28,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,336.7,336.1,76,348159,26568,25075,28.391,13.801,304.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_06,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_06,2026-07-27 20:38:29,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,342.3,342.1,76,394441,25761,24259,29.527,13.966,310.9,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_07,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_07,2026-07-27 20:44:34,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,342.1,342.1,76,345263,26957,25593,28.877,15.11,304.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_08,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_08,2026-07-27 20:50:39,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,325.1,325.1,76,354500,23364,22045,27.613,14.882,306.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_09,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_09,2026-07-27 20:56:29,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,335.4,335.1,76,366189,24765,23304,28.521,14.113,306.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np4/run_10,confianza_5090,gtc2pc4,ollama,12b_4b_np4,run_10,2026-07-27 21:02:28,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,330.2,330.1,76,341089,25467,23968,27.78,13.694,303.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_01,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_01,2026-08-01 03:33:51,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,390.8,391.1,76,310699,31206,29603,31.405,22.513,289.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_02,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_02,2026-08-01 03:40:45,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,347.3,347.1,76,322114,23283,21997,27.593,20.493,286.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_03,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_03,2026-08-01 03:46:56,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,399.4,399.1,76,317284,32368,30534,32.163,22.482,290.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_04,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_04,2026-08-01 03:53:59,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,350.7,351.1,76,308426,25881,24409,27.87,20.585,286.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_05,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_05,2026-08-01 04:00:14,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,374.2,374.1,76,345985,26361,24878,29.412,21.76,283.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_06,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_06,2026-08-01 04:06:53,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,374.0,374.1,76,394186,24968,23491,30.045,22.415,289.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_07,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_07,2026-08-01 04:13:31,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,373.3,373.1,76,348054,26937,25617,29.981,22.276,289.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_08,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_08,2026-08-01 04:20:09,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,354.1,354.1,76,353155,22496,21286,27.724,20.552,282.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_09,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_09,2026-08-01 04:26:27,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,368.0,368.1,76,366091,25141,23646,29.06,21.597,284.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/12b_4b_np8/run_10,confianza_5090,gtc2pc4,ollama,12b_4b_np8,run_10,2026-08-01 04:33:00,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,367.6,367.1,76,342120,25547,24013,28.547,21.131,280.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_01,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_01,2026-08-01 00:08:32,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,326.7,326.1,76,302735,30459,28954,23.312,7.627,257.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_02,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_02,2026-08-01 00:14:23,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,258.2,258.1,76,317182,19599,18791,18.397,6.193,256.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_03,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_03,2026-08-01 00:19:05,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,780.3,780.3,76,305099,25206,24001,24.355,19.623,112.4,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_04,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_04,2026-08-01 00:32:30,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,515.1,515.1,76,298909,21975,21043,21.157,17.926,147.8,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_05,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_05,2026-08-01 00:41:29,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,277.6,277.1,76,389398,21392,20397,19.963,6.855,259.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_06,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_06,2026-08-01 00:46:31,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,283.9,284.1,76,385377,22562,21369,20.562,7.116,260.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_07,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_07,2026-08-01 00:51:40,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,307.7,307.1,76,332699,26736,25434,22.094,7.308,259.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_08,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_08,2026-08-01 00:57:12,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,375.3,375.1,76,357873,21023,20087,20.468,18.147,196.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_09,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_09,2026-08-01 01:03:51,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,394.6,394.1,76,355166,22212,21159,20.907,18.423,191.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np1/run_10,confianza_5090,gtc2pc4,ollama,26b_06b_np1,run_10,2026-08-01 01:10:51,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,295.0,295.1,76,332955,24805,23384,21.016,6.516,256.3,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_01,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_01,2026-07-31 21:59:46,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,262.9,263.1,76,300653,29738,28299,16.732,7.994,229.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_02,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_02,2026-07-31 22:04:33,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,346.1,346.1,76,318409,19610,18803,14.562,12.475,151.7,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_03,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_03,2026-07-31 22:10:44,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,645.5,645.2,76,305466,25840,24730,19.203,15.289,107.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_04,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_04,2026-07-31 22:21:54,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,344.8,345.1,76,295090,21727,21120,15.062,12.927,157.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_05,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_05,2026-07-31 22:28:03,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,232.2,232.1,76,386190,21268,20258,15.216,8.642,236.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_06,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_06,2026-07-31 22:32:20,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,235.1,235.1,76,389841,21858,20759,15.473,7.283,237.0,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_07,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_07,2026-07-31 22:36:39,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,249.9,250.1,76,334108,25752,24565,16.063,6.542,231.2,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_08,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_08,2026-07-31 22:41:13,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,344.4,344.1,76,350450,22157,21107,15.99,13.847,167.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_09,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_09,2026-07-31 22:47:22,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,667.8,667.2,76,358817,22534,21433,18.804,14.807,101.5,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np4/run_10,confianza_5090,gtc2pc4,ollama,26b_06b_np4,run_10,2026-07-31 22:58:54,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,243.3,243.1,76,331516,24606,23281,15.497,6.377,229.6,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_01,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_01,2026-07-31 19:36:35,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,309.8,310.1,76,303478,29817,28378,16.884,10.75,196.1,1
eval/prueba_carga_usuarios/confianza_5090/ollama/26b_06b_np8/run_02,confianza_5090,gtc2pc4,ollama,26b_06b_np8,run_02,2026-07-31 19:42:09,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,373.8,374.1,76,317248,20034,19065,14.955,12.685,144.1,1
