timestamp, index, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/28 22:03:40.790, 1, 16296, 97887, 64, 113.82, 42
2026/06/28 22:03:41.290, 0, 88855, 97887, 100, 338.46, 57
2026/06/28 22:03:41.291, 1, 16296, 97887, 0, 124.01, 41
2026/06/28 22:03:41.791, 0, 88855, 97887, 100, 337.78, 57
2026/06/28 22:03:41.791, 1, 16296, 97887, 20, 123.14, 41
2026/06/28 22:03:42.291, 0, 88855, 97887, 100, 336.49, 57
2026/06/28 22:03:42.291, 1, 16296, 97887, 39, 144.15, 46
2026/06/28 22:03:42.791, 0, 88855, 97887, 100, 333.67, 57
2026/06/28 22:03:42.791, 1, 16296, 97887, 76, 185.33, 48
2026/06/28 22:03:43.291, 0, 88855, 97887, 100, 328.14, 57
2026/06/28 22:03:43.291, 1, 16296, 97887, 54, 188.66, 44
2026/06/28 22:03:43.792, 0, 88855, 97887, 100, 323.21, 57
2026/06/28 22:03:43.792, 1, 16296, 97887, 78, 187.40, 43
2026/06/28 22:03:44.292, 0, 88855, 97887, 100, 321.02, 57
2026/06/28 22:03:44.292, 1, 16296, 97887, 0, 162.09, 42
2026/06/28 22:03:44.792, 0, 88855, 97887, 100, 318.14, 56
2026/06/28 22:03:44.792, 1, 16296, 97887, 0, 131.54, 44
2026/06/28 22:03:45.292, 0, 88855, 97887, 100, 312.99, 56
2026/06/28 22:03:45.292, 1, 16296, 97887, 67, 167.19, 45
2026/06/28 22:03:45.793, 0, 88855, 97887, 100, 311.99, 56
2026/06/28 22:03:45.793, 1, 16296, 97887, 64, 216.16, 46
2026/06/28 22:03:46.293, 0, 88855, 97887, 100, 314.46, 56
2026/06/28 22:03:46.293, 1, 16296, 97887, 0, 179.24, 42
2026/06/28 22:03:46.793, 0, 88855, 97887, 100, 312.02, 56
2026/06/28 22:03:46.793, 1, 16296, 97887, 0, 162.37, 42
2026/06/28 22:03:47.293, 0, 88855, 97887, 100, 310.95, 56
2026/06/28 22:03:47.293, 1, 16296, 97887, 0, 128.55, 42
2026/06/28 22:03:47.793, 0, 88855, 97887, 100, 309.31, 56
2026/06/28 22:03:47.794, 1, 16296, 97887, 51, 123.28, 44
2026/06/28 22:03:48.294, 0, 88855, 97887, 100, 310.51, 56
2026/06/28 22:03:48.294, 1, 16296, 97887, 49, 152.75, 45
2026/06/28 22:03:48.795, 0, 88855, 97887, 0, 260.20, 52
2026/06/28 22:03:48.795, 1, 16296, 97887, 69, 193.23, 47
2026/06/28 22:03:49.295, 0, 88855, 97887, 0, 149.64, 51
2026/06/28 22:03:49.295, 1, 16296, 97887, 86, 280.84, 50
2026/06/28 22:03:49.796, 0, 88855, 97887, 0, 124.69, 51
2026/06/28 22:03:49.796, 1, 16296, 97887, 66, 274.89, 44
2026/06/28 22:03:50.296, 0, 88855, 97887, 99, 176.47, 61
2026/06/28 22:03:50.296, 1, 16296, 97887, 0, 190.80, 43
2026/06/28 22:03:50.796, 0, 88855, 97887, 100, 319.08, 62
2026/06/28 22:03:50.796, 1, 16296, 97887, 0, 116.58, 43
2026/06/28 22:03:51.296, 0, 88855, 97887, 100, 512.96, 63
2026/06/28 22:03:51.296, 1, 16296, 97887, 0, 116.58, 43
2026/06/28 22:03:51.796, 0, 88855, 97887, 100, 517.63, 64
2026/06/28 22:03:51.796, 1, 16296, 97887, 0, 95.21, 42
2026/06/28 22:03:52.297, 0, 88855, 97887, 100, 522.52, 65
2026/06/28 22:03:52.297, 1, 16296, 97887, 0, 95.21, 42
2026/06/28 22:03:52.797, 0, 88855, 97887, 100, 519.21, 65
2026/06/28 22:03:52.797, 1, 16296, 97887, 0, 95.07, 42
2026/06/28 22:03:53.297, 0, 88855, 97887, 94, 508.94, 66
2026/06/28 22:03:53.297, 1, 16296, 97887, 0, 95.07, 42
2026/06/28 22:03:53.797, 0, 88855, 97887, 94, 509.17, 66
2026/06/28 22:03:53.797, 1, 16296, 97887, 0, 94.91, 42
2026/06/28 22:03:54.297, 0, 88855, 97887, 95, 495.21, 60
2026/06/28 22:03:54.297, 1, 16296, 97887, 0, 94.91, 42
2026/06/28 22:03:54.797, 0, 88855, 97887, 92, 407.44, 59
2026/06/28 22:03:54.798, 1, 16296, 97887, 0, 95.01, 42
2026/06/28 22:03:55.298, 0, 88855, 97887, 89, 352.04, 59
2026/06/28 22:03:55.298, 1, 16296, 97887, 0, 95.01, 42
2026/06/28 22:03:55.798, 0, 88855, 97887, 92, 350.85, 59
2026/06/28 22:03:55.798, 1, 16296, 97887, 0, 94.96, 42
2026/06/28 22:03:56.298, 0, 88855, 97887, 89, 354.49, 59
2026/06/28 22:03:56.298, 1, 16296, 97887, 0, 94.96, 42
2026/06/28 22:03:56.798, 0, 88855, 97887, 100, 398.66, 66
2026/06/28 22:03:56.798, 1, 16296, 97887, 0, 94.71, 42
2026/06/28 22:03:57.298, 0, 88855, 97887, 91, 466.95, 64
2026/06/28 22:03:57.298, 1, 16296, 97887, 0, 94.71, 42
2026/06/28 22:03:57.798, 0, 88855, 97887, 100, 491.41, 65
2026/06/28 22:03:57.798, 1, 16296, 97887, 0, 94.71, 42
2026/06/28 22:03:58.299, 0, 88855, 97887, 100, 492.59, 66
2026/06/28 22:03:58.299, 1, 16296, 97887, 0, 94.71, 42
2026/06/28 22:03:58.799, 0, 88855, 97887, 100, 486.10, 67
2026/06/28 22:03:58.799, 1, 16296, 97887, 0, 131.84, 42
2026/06/28 22:03:59.299, 0, 88855, 97887, 91, 494.89, 67
2026/06/28 22:03:59.299, 1, 16296, 97887, 0, 121.19, 42
2026/06/28 22:03:59.799, 0, 88855, 97887, 100, 500.51, 65
2026/06/28 22:03:59.799, 1, 16296, 97887, 0, 96.65, 42
2026/06/28 22:04:00.299, 0, 88855, 97887, 100, 498.75, 67
2026/06/28 22:04:00.300, 1, 16296, 97887, 0, 98.74, 42
2026/06/28 22:04:00.800, 0, 88855, 97887, 100, 498.07, 65
2026/06/28 22:04:00.800, 1, 16296, 97887, 3, 115.78, 43
2026/06/28 22:04:01.300, 0, 88855, 97887, 100, 505.08, 67
2026/06/28 22:04:01.300, 1, 16296, 97887, 0, 112.94, 42
2026/06/28 22:04:01.800, 0, 88855, 97887, 100, 501.98, 67
2026/06/28 22:04:01.800, 1, 16296, 97887, 0, 103.98, 42
2026/06/28 22:04:02.300, 0, 88855, 97887, 100, 502.09, 68
2026/06/28 22:04:02.301, 1, 16296, 97887, 26, 119.61, 42
2026/06/28 22:04:02.801, 0, 88855, 97887, 100, 502.68, 66
2026/06/28 22:04:02.801, 1, 16296, 97887, 25, 112.42, 42
2026/06/28 22:04:03.301, 0, 88855, 97887, 100, 507.20, 66
2026/06/28 22:04:03.301, 1, 16296, 97887, 7, 112.96, 42
