timestamp, index, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/28 21:56:46.038, 0, 88855, 97887, 100, 375.49, 59
2026/06/28 21:56:46.038, 1, 16296, 97887, 72, 278.37, 51
2026/06/28 21:56:46.538, 0, 88855, 97887, 100, 366.80, 59
2026/06/28 21:56:46.538, 1, 16296, 97887, 76, 275.59, 51
2026/06/28 21:56:47.038, 0, 88855, 97887, 100, 355.80, 58
2026/06/28 21:56:47.039, 1, 16296, 97887, 61, 240.40, 48
2026/06/28 21:56:47.539, 0, 88855, 97887, 100, 347.73, 58
2026/06/28 21:56:47.539, 1, 16296, 97887, 63, 266.35, 49
2026/06/28 21:56:48.039, 0, 88855, 97887, 100, 343.83, 58
2026/06/28 21:56:48.039, 1, 16296, 97887, 77, 288.34, 49
2026/06/28 21:56:48.539, 0, 88855, 97887, 100, 338.35, 58
2026/06/28 21:56:48.539, 1, 16296, 97887, 67, 267.13, 51
2026/06/28 21:56:49.039, 0, 88855, 97887, 100, 327.00, 57
2026/06/28 21:56:49.040, 1, 16296, 97887, 74, 280.95, 50
2026/06/28 21:56:49.540, 0, 88855, 97887, 100, 311.93, 57
2026/06/28 21:56:49.540, 1, 16296, 97887, 75, 278.64, 52
2026/06/28 21:56:50.040, 0, 88855, 97887, 100, 303.20, 57
2026/06/28 21:56:50.040, 1, 16296, 97887, 68, 276.97, 50
2026/06/28 21:56:50.540, 0, 88855, 97887, 100, 298.35, 57
2026/06/28 21:56:50.540, 1, 16296, 97887, 74, 286.40, 51
2026/06/28 21:56:51.040, 0, 88855, 97887, 100, 291.67, 56
2026/06/28 21:56:51.040, 1, 16296, 97887, 62, 263.40, 52
2026/06/28 21:56:51.541, 0, 88855, 97887, 100, 291.56, 56
2026/06/28 21:56:51.541, 1, 16296, 97887, 63, 263.80, 49
2026/06/28 21:56:52.041, 0, 88855, 97887, 100, 295.19, 56
