ts,vllm:kv_cache_usage_perc,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_preemptions_total,vllm:prompt_tokens_total,vllm:generation_tokens_total,vllm:prefix_cache_hits_total,vllm:prefix_cache_queries_total,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_count
1782675053.548,0.0420762841030331,40.0,0.0,0.0,978085.0,63503.0,930976.0,978085.0,110612.0,5522.0,34.71040415763855,291.0,956.3527514560847,63212.0,3.968690859436473,251.0,0.030888485838659108,251.0,14.403474300634116,251.0,923.0886445733486,251.0,61525.0,251.0,755737.0,251.0
1782675054.049,0.04983043743331805,48.0,0.0,0.0,1038215.0,64663.0,997760.0,1045039.0,111934.0,5550.0,35.36681604385376,299.0,976.7934445183491,64364.0,3.9857375294039357,252.0,0.030891715898178518,252.0,14.427489435649477,252.0,924.6910315502901,252.0,61620.0,252.0,759569.0,252.0
1782675054.549,0.05523167200121937,59.0,0.0,0.0,1104861.0,65973.0,1064224.0,1111685.0,113426.0,5575.0,36.25880002975464,310.0,1002.5101407357724,65663.0,3.9857375294039357,252.0,0.030891715898178518,252.0,14.427489435649477,252.0,924.6910315502901,252.0,61620.0,252.0,759569.0,252.0
1782675055.050,0.06103299801859474,69.0,0.0,0.0,1183517.0,67571.0,1135808.0,1183517.0,115280.0,5600.0,37.03065037727356,321.0,1034.6506442343816,67250.0,3.9857375294039357,252.0,0.030891715898178518,252.0,14.427489435649477,252.0,924.6910315502901,252.0,61620.0,252.0,759569.0,252.0
1782675055.550,0.06675811614083216,74.0,0.0,0.0,1238347.0,69188.0,1190528.0,1238347.0,117007.0,5622.0,37.4421169757843,326.0,1070.5103256397415,68862.0,3.9857375294039357,252.0,0.030891715898178518,252.0,14.427489435649477,252.0,924.6910315502901,252.0,61620.0,252.0,759569.0,252.0
1782675056.051,0.0715973174820912,74.0,0.0,0.0,1238347.0,70890.0,1190528.0,1238347.0,118709.0,5645.0,37.4421169757843,326.0,1108.3939478034154,70564.0,3.9857375294039357,252.0,0.030891715898178518,252.0,14.427489435649477,252.0,924.6910315502901,252.0,61620.0,252.0,759569.0,252.0
1782675056.551,0.07382639841487582,71.0,0.0,0.0,1238347.0,72503.0,1190528.0,1238347.0,120322.0,5667.0,37.4421169757843,326.0,1144.4600148225436,72177.0,4.044279153565941,255.0,0.030908175860531628,255.0,14.536123419762589,255.0,935.8174535621656,255.0,62207.0,255.0,775241.0,255.0
1782675057.051,0.07719859777472948,69.0,0.0,0.0,1238347.0,74121.0,1190528.0,1238347.0,121940.0,5690.0,37.4421169757843,326.0,1179.536844501039,73795.0,4.0824538793057465,257.0,0.030916675925254822,257.0,14.590025431709364,257.0,945.2441611861577,257.0,62703.0,257.0,787081.0,257.0
1782675057.552,0.07928478890413049,67.0,0.0,0.0,1238347.0,75746.0,1190528.0,1238347.0,123565.0,5714.0,37.4421169757843,326.0,1213.472081537242,75420.0,4.121291103368318,259.0,0.03092473594006151,259.0,14.638671751716174,259.0,955.2690895232372,259.0,63222.0,259.0,798921.0,259.0
1782675058.053,0.0829237158969669,65.0,0.0,0.0,1238347.0,77326.0,1190528.0,1238347.0,125145.0,5738.0,37.4421169757843,326.0,1246.4410317891743,77000.0,4.162645451663855,261.0,0.03093242598697543,261.0,14.95088886062149,261.0,963.9329270442249,261.0,63643.0,261.0,810761.0,261.0
1782675058.553,0.08489559518366108,63.0,0.0,0.0,1238347.0,78881.0,1190528.0,1238347.0,126700.0,5762.0,37.4421169757843,326.0,1278.771159649943,78555.0,4.204032794095255,263.0,0.030944316065870225,263.0,15.035565430647694,263.0,974.0107200071216,263.0,64132.0,263.0,822601.0,263.0
1782675059.053,0.08899176954732513,62.0,0.0,0.0,1238347.0,80440.0,1190528.0,1238347.0,128259.0,5787.0,37.4421169757843,326.0,1310.520988871809,80114.0,4.224709352130425,264.0,0.03097719606012106,264.0,15.077903715660796,264.0,979.28324230609,264.0,64388.0,264.0,828521.0,264.0
1782675059.554,0.08272367017222981,58.0,0.0,0.0,1238347.0,81856.0,1190528.0,1238347.0,129675.0,5811.0,37.4421169757843,326.0,1339.8559948288603,81530.0,4.308344436709238,268.0,0.03101328620687127,268.0,15.24310387368314,268.0,1000.4385279200505,268.0,65405.0,268.0,850113.0,268.0
1782675060.054,0.08242836457857039,57.0,0.0,0.0,1238347.0,83229.0,1190528.0,1238347.0,131048.0,5835.0,37.4421169757843,326.0,1368.1286043247674,82903.0,4.3296500795716275,269.0,0.031022236216813326,269.0,15.288794471649453,269.0,1005.0831580640515,269.0,65624.0,269.0,856033.0,269.0
1782675060.555,0.08557194025301018,56.0,0.0,0.0,1238347.0,84648.0,1190528.0,1238347.0,132467.0,5860.0,37.4421169757843,326.0,1397.0952908152249,84322.0,4.350846730729935,270.0,0.031026316224597394,270.0,15.32918856665492,270.0,1010.5730907140533,270.0,65884.0,270.0,859865.0,270.0
1782675061.055,0.0844955037341869,54.0,0.0,0.0,1238347.0,86019.0,1190528.0,1238347.0,133838.0,5885.0,37.4421169757843,326.0,1424.8755277424352,85693.0,4.392002868614471,272.0,0.03103806625586003,272.0,15.395858037634753,272.0,1024.818486682023,272.0,66582.0,272.0,867529.0,272.0
1782675061.556,0.08547668038408784,52.0,0.0,0.0,1238347.0,87294.0,1190528.0,1238347.0,135113.0,5909.0,37.4421169757843,326.0,1451.1338316284819,86968.0,4.433113392367592,274.0,0.031046076328493655,274.0,15.458741255570203,274.0,1042.1827253439697,274.0,67429.0,274.0,875193.0,274.0
1782675062.056,0.08772481329065696,51.0,0.0,0.0,1238347.0,88534.0,1190528.0,1238347.0,136353.0,5933.0,37.4421169757843,326.0,1476.8945548585616,88208.0,4.453733005377332,275.0,0.031065156334079802,275.0,15.501079540583305,275.0,1050.616147064953,275.0,67839.0,275.0,879025.0,275.0
1782675062.556,0.08983005639384245,50.0,0.0,0.0,1238347.0,89735.0,1190528.0,1238347.0,137554.0,5957.0,37.4421169757843,326.0,1502.2148655042984,89409.0,4.474438406736016,276.0,0.03106851631309837,276.0,15.533375800587237,276.0,1059.8507560709259,276.0,68286.0,276.0,882857.0,276.0
1782675063.056,0.0934023014784332,50.0,0.0,0.0,1238347.0,90885.0,1190528.0,1238347.0,138704.0,5980.0,37.4421169757843,326.0,1526.5836259538773,90559.0,4.474438406736016,276.0,0.03106851631309837,276.0,15.533375800587237,276.0,1059.8507560709259,276.0,68286.0,276.0,882857.0,276.0
1782675063.557,0.09367855509830814,48.0,0.0,0.0,1238347.0,92069.0,1190528.0,1238347.0,139888.0,6004.0,37.4421169757843,326.0,1551.596205128124,91743.0,4.516315704373394,278.0,0.031075416365638375,278.0,15.611336118541658,278.0,1078.4858655289281,278.0,69178.0,278.0,890521.0,278.0
1782675064.057,0.09575522024081695,47.0,0.0,0.0,1238347.0,93299.0,1190528.0,1238347.0,141118.0,6030.0,37.4421169757843,326.0,1575.3356566870352,92973.0,4.537120226846458,279.0,0.03107999637722969,279.0,15.645603938610293,279.0,1088.5136453609448,279.0,69661.0,279.0,894353.0,279.0
1782675064.558,0.09581237616217042,45.0,0.0,0.0,1238347.0,94489.0,1190528.0,1238347.0,142308.0,6056.0,37.4421169757843,326.0,1598.0055282583926,94163.0,4.577706660820584,281.0,0.031088816351257265,281.0,15.713555569644086,281.0,1111.8981747670332,281.0,70817.0,281.0,905009.0,281.0
1782675065.059,0.09628867550678255,44.0,0.0,0.0,1238347.0,95650.0,1190528.0,1238347.0,143469.0,6082.0,37.4421169757843,326.0,1620.283752074698,95324.0,4.597510774456948,282.0,0.031098136329092085,282.0,15.738601085613482,282.0,1124.7510445170337,282.0,71467.0,282.0,911833.0,282.0
1782675065.559,0.09002057613168724,40.0,0.0,0.0,1238347.0,96731.0,1190528.0,1238347.0,144550.0,6108.0,37.4421169757843,326.0,1641.1346525860718,96405.0,4.679943200377002,286.0,0.03111921634990722,286.0,15.885486204642802,286.0,1170.220708662062,286.0,73678.0,286.0,936137.0,286.0
1782675066.059,0.08936328303612251,38.0,0.0,0.0,1238347.0,97829.0,1190528.0,1238347.0,145648.0,6136.0,37.4421169757843,326.0,1661.0613577271579,97503.0,4.720722721080817,288.0,0.031132406438700855,288.0,15.952259785495698,288.0,1196.317738816142,288.0,74960.0,288.0,949785.0,288.0
1782675066.560,0.08335238530711786,34.0,0.0,0.0,1238347.0,98849.0,1190528.0,1238347.0,146668.0,6164.0,37.4421169757843,326.0,1679.476070707664,98523.0,4.801883168806507,292.0,0.031169736525043845,292.0,16.22055071743671,292.0,1248.0478088821983,292.0,77514.0,292.0,981223.0,292.0
1782675067.060,0.07247370827617738,29.0,0.0,0.0,1238347.0,99736.0,1190528.0,1238347.0,147555.0,6192.0,37.4421169757843,326.0,1695.2290046424605,99410.0,4.903559758382207,297.0,0.031199796474538743,297.0,16.42576133145485,297.0,1310.454713748186,297.0,80588.0,297.0,1015343.0,297.0
1782675067.561,0.07508382868465169,29.0,0.0,0.0,1238347.0,100519.0,1190528.0,1238347.0,148338.0,6219.0,37.4421169757843,326.0,1709.3830106309615,100193.0,4.903559758382207,297.0,0.031199796474538743,297.0,16.42576133145485,297.0,1310.454713748186,297.0,80588.0,297.0,1015343.0,297.0
1782675068.061,0.06679622008840114,25.0,0.0,0.0,1238347.0,101206.0,1190528.0,1238347.0,149025.0,6246.0,37.4421169757843,326.0,1722.1298187989742,100880.0,4.982318891476054,301.0,0.031226956634782255,301.0,16.570467648562044,301.0,1369.8346093120053,301.0,83612.0,301.0,1040205.0,301.0
1782675068.562,0.04767756439567139,17.0,0.0,0.0,1238347.0,101853.0,1190528.0,1238347.0,149672.0,6278.0,37.4421169757843,326.0,1732.6034495042404,101527.0,5.14152306744444,309.0,0.03127267677336931,309.0,16.819508708431385,309.0,1492.2464509839192,309.0,89773.0,309.0,1096263.0,309.0
1782675069.062,0.034045877152872994,11.0,0.0,0.0,1238347.0,102453.0,1190528.0,1238347.0,150272.0,6317.0,37.4421169757843,326.0,1740.3829744302202,102127.0,5.259480144610941,315.0,0.03131970693357289,315.0,17.07246072043199,315.0,1580.7327195177786,315.0,94281.0,315.0,1143057.0,315.0
1782675069.563,0.011212086572168878,2.0,0.0,0.0,1238347.0,102868.0,1190528.0,1238347.0,150687.0,6369.0,37.4421169757843,326.0,1744.4718571590493,102542.0,5.4317658673641676,324.0,0.03137772670015693,324.0,17.45757211430464,324.0,1715.1084097799612,324.0,101311.0,324.0,1222749.0,324.0
1782675070.064,0.0,0.0,0.0,0.0,1238347.0,102911.0,1190528.0,1238347.0,150730.0,6403.0,37.4421169757843,326.0,1744.7681250540772,102585.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675070.564,0.0,0.0,0.0,0.0,1238347.0,102911.0,1190528.0,1238347.0,150730.0,6403.0,37.4421169757843,326.0,1744.7681250540772,102585.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675071.064,0.0,0.0,0.0,0.0,1238347.0,102911.0,1190528.0,1238347.0,150730.0,6403.0,37.4421169757843,326.0,1744.7681250540772,102585.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675071.565,0.014241350403901842,100.0,0.0,0.0,1361647.0,103821.0,1312128.0,1361647.0,153340.0,6419.0,52.28196358680725,426.0,1764.196508807363,103395.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675072.066,0.021071483005639435,100.0,0.0,0.0,1361647.0,105921.0,1312128.0,1361647.0,155440.0,6440.0,52.28196358680725,426.0,1813.1034233013634,105495.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675072.566,0.029835390946502005,100.0,0.0,0.0,1361647.0,108021.0,1312128.0,1361647.0,157540.0,6461.0,52.28196358680725,426.0,1862.089016904356,107595.0,5.468886912763562,326.0,0.031389886629767716,326.0,17.549473050283268,326.0,1744.7681250540772,326.0,102911.0,326.0,1238347.0,326.0
1782675073.067,0.03469364426154553,99.0,0.0,0.0,1361647.0,110219.0,1312128.0,1361647.0,159738.0,6483.0,52.28196358680725,426.0,1914.049258650979,109793.0,5.4919945269081225,327.0,0.03141070657875389,327.0,17.567743232357316,327.0,1746.5243037290638,327.0,102988.0,327.0,1239578.0,327.0
1782675073.567,0.02865416857186409,19.0,0.0,0.0,1455463.0,111396.0,1413888.0,1463927.0,161387.0,6517.0,53.152156352996826,443.0,1937.7294594850391,110953.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675074.067,0.038675506782502644,35.0,0.0,0.0,1560069.0,112153.0,1509664.0,1560069.0,162558.0,6549.0,54.30512619018555,461.0,1949.2053112356225,111692.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675074.568,0.04202865416857182,39.0,0.0,0.0,1577797.0,113264.0,1527296.0,1577797.0,163765.0,6579.0,54.564571142196655,465.0,1967.736420621397,112799.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675075.068,0.050316262764822484,45.0,0.0,0.0,1618049.0,114548.0,1567424.0,1618049.0,165173.0,6608.0,54.93407702445984,471.0,1990.1934899811167,114077.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675075.568,0.05370751409846064,46.0,0.0,0.0,1622681.0,115830.0,1572032.0,1622681.0,166479.0,6636.0,54.98359799385071,472.0,2012.7161967562279,115358.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675076.069,0.05892775491540925,51.0,0.0,0.0,1645529.0,117089.0,1594752.0,1645529.0,167866.0,6662.0,55.332090616226196,477.0,2036.6105261556804,116612.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675076.569,0.06434804145709494,55.0,0.0,0.0,1673071.0,118466.0,1622208.0,1673071.0,169329.0,6688.0,55.601624965667725,481.0,2063.864197002258,117985.0,7.799955375463789,426.0,0.035600186325609684,426.0,22.45992860395927,426.0,1935.4184717909666,426.0,111193.0,426.0,1361647.0,426.0
1782675077.070,0.07268327998780677,90.0,0.0,0.0,1923001.0,120082.0,1871424.0,1923001.0,171659.0,6710.0,59.907174825668335,517.0,2100.3022097331705,119565.0,7.81919127879187,427.0,0.03560885624028742,427.0,22.495427696034312,427.0,1937.880667416961,427.0,111322.0,427.0,1365479.0,427.0
1782675077.570,0.07449321749733273,98.0,0.0,0.0,2005127.0,121835.0,1953408.0,2005127.0,173554.0,6728.0,61.12432241439819,526.0,2146.207682929584,121309.0,7.837526875935415,428.0,0.03561284625902772,428.0,22.518950231024064,428.0,1941.584458039957,428.0,111525.0,428.0,1371399.0,428.0
1782675078.070,0.07798925468678553,96.0,0.0,0.0,2005127.0,123678.0,1953408.0,2005127.0,175397.0,6747.0,61.12432241439819,526.0,2195.3072541445727,123152.0,7.875337310375918,430.0,0.03562134609092027,430.0,22.568679833086208,430.0,1950.2623865549685,430.0,111986.0,430.0,1383239.0,430.0
1782675078.571,0.0817043895747599,93.0,0.0,0.0,2005127.0,125666.0,1953408.0,2005127.0,177385.0,6768.0,61.12432241439819,526.0,2243.921729200403,125140.0,7.934439760319468,433.0,0.03564112610183656,433.0,22.653839166043326,433.0,1964.7027233429253,433.0,112722.0,433.0,1400999.0,433.0
1782675079.071,0.08586724584666972,91.0,0.0,0.0,2005127.0,127607.0,1953408.0,2005127.0,179326.0,6789.0,61.12432241439819,526.0,2289.5391476815566,127081.0,7.975730292096967,435.0,0.03565397602505982,435.0,22.720968808047473,435.0,1974.7365172669524,435.0,113210.0,435.0,1412839.0,435.0
1782675079.572,0.08489559518366108,85.0,0.0,0.0,2005127.0,129542.0,1953408.0,2005127.0,181261.0,6811.0,61.12432241439819,526.0,2334.695221432019,129016.0,8.097835872434592,441.0,0.03569380601402372,441.0,22.894759594928473,441.0,2008.8224597262451,441.0,114893.0,441.0,1448359.0,441.0
1782675080.073,0.08908702941624758,83.0,0.0,0.0,2005127.0,131319.0,1953408.0,2005127.0,183038.0,6832.0,61.12432241439819,526.0,2375.6101162941195,130793.0,8.143299378040767,443.0,0.0357202161103487,443.0,22.96854729182087,443.0,2018.1518650873331,443.0,115318.0,443.0,1458111.0,443.0
1782675080.573,0.09362139917695478,82.0,0.0,0.0,2005127.0,133132.0,1953408.0,2005127.0,184851.0,6854.0,61.12432241439819,526.0,2417.3568728859536,132606.0,8.164518027830821,444.0,0.03573214611969888,444.0,23.00409839383792,444.0,2024.411366775399,444.0,115614.0,444.0,1464031.0,444.0
1782675081.073,0.09748894985520495,81.0,0.0,0.0,2005127.0,134933.0,1953408.0,2005127.0,186652.0,6876.0,61.12432241439819,526.0,2459.1119819381274,134407.0,8.187903219737802,445.0,0.03573629609309137,445.0,23.04532967985142,445.0,2029.4391830353998,445.0,115830.0,445.0,1469951.0,445.0
1782675081.574,0.10356652949245537,81.0,0.0,0.0,2005127.0,136634.0,1953408.0,2005127.0,188353.0,6897.0,61.12432241439819,526.0,2498.7742872324307,136108.0,8.187903219737802,445.0,0.03573629609309137,445.0,23.04532967985142,445.0,2029.4391830353998,445.0,115830.0,445.0,1469951.0,445.0
1782675082.074,0.10466201798506325,80.0,0.0,0.0,2005127.0,138406.0,1953408.0,2005127.0,190125.0,6919.0,61.12432241439819,526.0,2539.923151851748,137880.0,8.211840234337544,446.0,0.03573964617680758,446.0,23.09314291982446,446.0,2034.5856411743443,446.0,116046.0,446.0,1475871.0,446.0
1782675082.575,0.1080723212924859,79.0,0.0,0.0,2005127.0,140077.0,1953408.0,2005127.0,191796.0,6940.0,61.12432241439819,526.0,2578.6566405694466,139551.0,8.235530292707141,447.0,0.035743646207265556,447.0,23.134094405802898,447.0,2040.484465708374,447.0,116296.0,447.0,1481791.0,447.0
1782675083.075,0.10608139003200734,75.0,0.0,0.0,2005127.0,141765.0,1953408.0,2005127.0,193484.0,6962.0,61.12432241439819,526.0,2617.998794645071,141239.0,8.32880862190981,451.0,0.035771096241660416,451.0,23.301670911721885,451.0,2067.27683897363,451.0,117459.0,451.0,1499207.0,451.0
1782675083.576,0.10700541076055481,72.0,0.0,0.0,2005127.0,143313.0,1953408.0,2005127.0,195032.0,6983.0,61.12432241439819,526.0,2653.92557781667,142787.0,8.398464504612619,454.0,0.03582578641362488,454.0,23.428167241625488,454.0,2089.5556305747014,454.0,118428.0,454.0,1510703.0,454.0
1782675084.076,0.10984415485444288,71.0,0.0,0.0,2005127.0,144882.0,1953408.0,2005127.0,196601.0,7005.0,61.12432241439819,526.0,2689.9933706680313,144356.0,8.420843566208038,455.0,0.035829656408168375,455.0,23.464193804655224,455.0,2098.574392397655,455.0,118832.0,455.0,1514535.0,455.0
1782675084.576,0.11339734796524925,70.0,0.0,0.0,2005127.0,146496.0,1953408.0,2005127.0,198215.0,7028.0,61.12432241439819,526.0,2725.8201260528294,145970.0,8.442379732197724,456.0,0.03583875636104494,456.0,23.492669872706756,456.0,2109.1486498985905,456.0,119324.0,456.0,1518367.0,456.0
1782675085.077,0.11625514403292181,69.0,0.0,0.0,2005127.0,148022.0,1953408.0,2005127.0,199741.0,7050.0,61.12432241439819,526.0,2759.340237235767,147496.0,8.464717572917996,457.0,0.03584217629395425,457.0,23.5281689647818,457.0,2119.2900295855943,457.0,119779.0,457.0,1522199.0,457.0
1782675085.578,0.12007506477671082,68.0,0.0,0.0,2005127.0,149607.0,1953408.0,2005127.0,201326.0,7073.0,61.12432241439819,526.0,2794.1895062708063,149081.0,8.48776672335378,458.0,0.03585092630237341,458.0,23.569832231849432,458.0,2129.016771069495,458.0,120202.0,458.0,1526031.0,458.0
1782675086.078,0.12462848651120251,68.0,0.0,0.0,2005127.0,151171.0,1953408.0,2005127.0,202890.0,7096.0,61.12432241439819,526.0,2828.6307639185106,150645.0,8.48776672335378,458.0,0.03585092630237341,458.0,23.569832231849432,458.0,2129.016771069495,458.0,120202.0,458.0,1526031.0,458.0
1782675086.578,0.12135154702027129,63.0,0.0,0.0,2005127.0,152672.0,1953408.0,2005127.0,204391.0,7119.0,61.12432241439819,526.0,2861.387679278734,152146.0,8.60218112790374,463.0,0.03589260648004711,463.0,23.7742680296069,463.0,2180.415393022471,463.0,122467.0,463.0,1548183.0,463.0
1782675087.079,0.12040847431793933,61.0,0.0,0.0,2005127.0,154105.0,1953408.0,2005127.0,205824.0,7142.0,61.12432241439819,526.0,2892.0201957969693,153579.0,8.648240421126847,465.0,0.03591665660496801,465.0,23.863744536647573,465.0,2201.710855785408,465.0,123394.0,465.0,1555847.0,465.0
1782675087.580,0.11998933089468067,59.0,0.0,0.0,2005127.0,155487.0,1953408.0,2005127.0,207206.0,7165.0,61.12432241439819,526.0,2921.8996874443255,154961.0,8.691808528792217,467.0,0.035924696596339345,467.0,23.921036222600378,467.0,2228.8310132335173,467.0,124641.0,467.0,1569495.0,467.0
1782675088.080,0.1166266575217193,55.0,0.0,0.0,2005127.0,156844.0,1953408.0,2005127.0,208563.0,7189.0,61.12432241439819,526.0,2950.715355924447,156318.0,8.780693230367696,471.0,0.035940056666731834,471.0,24.070709714549594,471.0,2281.1174621165264,471.0,127002.0,471.0,1593799.0,471.0
1782675088.580,0.11423563481176646,53.0,0.0,0.0,2005127.0,158154.0,1953408.0,2005127.0,209873.0,7213.0,61.12432241439819,526.0,2978.3829121025046,157628.0,8.826517844532958,473.0,0.03596932673826814,473.0,24.159578370512463,473.0,2304.6025584135205,473.0,128029.0,473.0,1604455.0,473.0
1782675089.081,0.11825560128029267,53.0,0.0,0.0,2005127.0,159373.0,1953408.0,2005127.0,211092.0,7236.0,61.12432241439819,526.0,3004.3782404827652,158847.0,8.826517844532958,473.0,0.03596932673826814,473.0,24.159578370512463,473.0,2304.6025584135205,473.0,128029.0,473.0,1604455.0,473.0
1782675089.581,0.12180879439109893,53.0,0.0,0.0,2005127.0,160645.0,1953408.0,2005127.0,212364.0,7260.0,61.12432241439819,526.0,3031.577415426844,160119.0,8.826517844532958,473.0,0.03596932673826814,473.0,24.159578370512463,473.0,2304.6025584135205,473.0,128029.0,473.0,1604455.0,473.0
1782675090.082,0.12008459076360312,50.0,0.0,0.0,2005127.0,161831.0,1953408.0,2005127.0,213550.0,7283.0,61.12432241439819,526.0,3057.216867870302,161305.0,8.894591323754273,476.0,0.035992286750115454,476.0,24.30149809946306,476.0,2343.855442617554,476.0,129762.0,476.0,1624927.0,476.0
1782675090.582,0.10521452522481334,43.0,0.0,0.0,2005127.0,162995.0,1953408.0,2005127.0,214714.0,7308.0,61.12432241439819,526.0,3080.55182872992,162469.0,9.045822941949343,483.0,0.036047246656380594,483.0,24.52404294454027,483.0,2458.027101073647,483.0,135065.0,483.0,1665877.0,483.0
1782675091.083,0.0944501600365798,37.0,0.0,0.0,2005127.0,164044.0,1953408.0,2005127.0,215763.0,7334.0,61.12432241439819,526.0,3100.4046860196395,163518.0,9.17791298951039,489.0,0.036087896674871445,489.0,24.745930435485207,489.0,2551.708824581583,489.0,139338.0,489.0,1706579.0,489.0
1782675091.583,0.07021604938271608,27.0,0.0,0.0,2005127.0,164913.0,1953408.0,2005127.0,216632.0,7362.0,61.12432241439819,526.0,3116.192676257924,164387.0,9.39839610241377,499.0,0.03616620658431202,499.0,25.182015509344637,499.0,2706.3367593839066,499.0,146374.0,499.0,1766051.0,499.0
1782675092.084,0.058956332876085926,22.0,0.0,0.0,2005127.0,165623.0,1953408.0,2005127.0,217342.0,7392.0,61.12432241439819,526.0,3128.1624030853854,165097.0,9.50705218360155,504.0,0.036188736790791154,504.0,25.37679294112604,504.0,2790.5029589880724,504.0,150254.0,504.0,1801879.0,504.0
1782675092.584,0.05323121475384851,19.0,0.0,0.0,2005127.0,166265.0,1953408.0,2005127.0,217984.0,7423.0,61.12432241439819,526.0,3138.3690276619745,165739.0,9.572445847835851,507.0,0.0362075068987906,507.0,25.50806192320306,507.0,2838.7434282129398,507.0,152471.0,507.0,1828443.0,507.0
1782675093.085,0.024157902758725758,7.0,0.0,0.0,2005127.0,166847.0,1953408.0,2005127.0,218566.0,7463.0,61.12432241439819,526.0,3146.0255481383065,166321.0,9.830142707928283,519.0,0.036284957895986736,519.0,26.06634013238363,519.0,3032.9004245646065,519.0,161525.0,519.0,1947367.0,519.0
1782675093.586,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675094.086,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675094.587,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675095.087,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675095.587,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675096.088,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
1782675096.589,0.0,0.0,0.0,0.0,2005127.0,167092.0,1953408.0,2005127.0,218811.0,7511.0,61.12432241439819,526.0,3148.2061200566823,166566.0,9.97532146268304,526.0,0.036356157972477376,526.0,26.39494431926869,526.0,3148.2061200566823,526.0,167092.0,526.0,2005127.0,526.0
