campana,maquina,motor,celda,repeticion,origen,gpu,muestras,utilizacion_mediana_pct,utilizacion_max_pct,potencia_mediana_w,potencia_media_w,potencia_max_w,memoria_max_mib
confianza_5090,gtc2pc4,llamacpp,12b_06b_np1,02,confianza_5090/llamacpp/12b_06b_np1/run_02/telemetria_gpu.csv,0,360,91.0,99,376.2,385.1,550.6,15604
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,04,confianza_5090/llamacpp/26b_06b_np8/run_04/telemetria_gpu.csv,0,183,62,99,291.2,274.8,501.6,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,01,confianza_5090/llamacpp/26b_06b_np8/run_01/telemetria_gpu.csv,0,188,61.0,98,296.2,278.9,502.1,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,05,confianza_5090/llamacpp/26b_06b_np8/run_05/telemetria_gpu.csv,0,183,61,98,298.8,286.0,493.2,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,07,confianza_5090/llamacpp/26b_06b_np8/run_07/telemetria_gpu.csv,0,190,62.0,98,301.0,280.4,440.8,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,06,confianza_5090/llamacpp/26b_06b_np8/run_06/telemetria_gpu.csv,0,184,61.0,99,294.8,281.1,462.9,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,10,confianza_5090/llamacpp/26b_06b_np8/run_10/telemetria_gpu.csv,0,188,62.0,99,296.0,279.9,448.7,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,09,confianza_5090/llamacpp/26b_06b_np8/run_09/telemetria_gpu.csv,0,185,60,98,292.7,280.1,477.5,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,08,confianza_5090/llamacpp/26b_06b_np8/run_08/telemetria_gpu.csv,0,179,62,98,289.3,277.3,471.2,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,03,confianza_5090/llamacpp/26b_06b_np8/run_03/telemetria_gpu.csv,0,171,61,98,291.3,277.3,465.9,24386
confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,02,confianza_5090/llamacpp/26b_06b_np8/run_02/telemetria_gpu.csv,0,171,60,99,282.2,275.0,475.8,24386
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,04,confianza_5090/llamacpp/12b_4b_np1/run_04/telemetria_gpu.csv,0,417,91,99,392.7,368.8,582.8,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,01,confianza_5090/llamacpp/12b_4b_np1/run_01/telemetria_gpu.csv,0,477,91,99,410.6,381.8,534.3,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,05,confianza_5090/llamacpp/12b_4b_np1/run_05/telemetria_gpu.csv,0,454,89.0,99,391.1,362.1,570.3,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,07,confianza_5090/llamacpp/12b_4b_np1/run_07/telemetria_gpu.csv,0,463,91,99,395.9,368.8,531.7,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,06,confianza_5090/llamacpp/12b_4b_np1/run_06/telemetria_gpu.csv,0,474,89.0,99,375.8,342.0,581.9,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,10,confianza_5090/llamacpp/12b_4b_np1/run_10/telemetria_gpu.csv,0,445,91,99,393.4,364.1,554.4,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,09,confianza_5090/llamacpp/12b_4b_np1/run_09/telemetria_gpu.csv,0,446,91.0,100,385.1,358.9,574.0,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,08,confianza_5090/llamacpp/12b_4b_np1/run_08/telemetria_gpu.csv,0,422,91.0,99,383.5,359.9,507.6,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,03,confianza_5090/llamacpp/12b_4b_np1/run_03/telemetria_gpu.csv,0,485,91,99,411.5,377.5,523.6,10728
confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,02,confianza_5090/llamacpp/12b_4b_np1/run_02/telemetria_gpu.csv,0,432,90.0,99,379.1,362.6,586.8,10728
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,04,confianza_5090/llamacpp/26b_4b_np8/run_04/telemetria_gpu.csv,0,184,61.5,100,304.5,289.5,501.4,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,01,confianza_5090/llamacpp/26b_4b_np8/run_01/telemetria_gpu.csv,0,201,62,99,308.5,294.7,484.8,28858
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,05,confianza_5090/llamacpp/26b_4b_np8/run_05/telemetria_gpu.csv,0,191,63,100,305.5,289.8,482.8,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,07,confianza_5090/llamacpp/26b_4b_np8/run_07/telemetria_gpu.csv,0,195,61,98,303.7,291.2,431.9,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,06,confianza_5090/llamacpp/26b_4b_np8/run_06/telemetria_gpu.csv,0,187,61,99,301.1,288.3,527.2,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,10,confianza_5090/llamacpp/26b_4b_np8/run_10/telemetria_gpu.csv,0,191,63,99,306.1,288.6,457.4,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,09,confianza_5090/llamacpp/26b_4b_np8/run_09/telemetria_gpu.csv,0,186,61.5,99,304.3,289.2,531.3,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,08,confianza_5090/llamacpp/26b_4b_np8/run_08/telemetria_gpu.csv,0,184,61.0,98,310.2,293.8,485.7,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,03,confianza_5090/llamacpp/26b_4b_np8/run_03/telemetria_gpu.csv,0,173,64,99,303.1,290.5,484.1,26252
confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,02,confianza_5090/llamacpp/26b_4b_np8/run_02/telemetria_gpu.csv,0,174,59.5,99,292.1,282.7,517.8,26252
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,04,confianza_5090/llamacpp/12b_4b_np8/run_04/telemetria_gpu.csv,0,290,66.5,99,340.2,321.4,575.9,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,01,confianza_5090/llamacpp/12b_4b_np8/run_01/telemetria_gpu.csv,0,319,70,99,355.6,328.4,561.2,20762
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,05,confianza_5090/llamacpp/12b_4b_np8/run_05/telemetria_gpu.csv,0,292,70.0,100,348.0,324.8,581.6,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,07,confianza_5090/llamacpp/12b_4b_np8/run_07/telemetria_gpu.csv,0,292,71.0,100,354.5,333.0,518.1,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,06,confianza_5090/llamacpp/12b_4b_np8/run_06/telemetria_gpu.csv,0,299,69,99,346.4,323.6,537.9,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,10,confianza_5090/llamacpp/12b_4b_np8/run_10/telemetria_gpu.csv,0,295,70,99,332.0,324.2,585.1,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,09,confianza_5090/llamacpp/12b_4b_np8/run_09/telemetria_gpu.csv,0,285,70,99,343.9,333.9,576.0,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,08,confianza_5090/llamacpp/12b_4b_np8/run_08/telemetria_gpu.csv,0,283,70,100,361.1,327.8,581.3,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,03,confianza_5090/llamacpp/12b_4b_np8/run_03/telemetria_gpu.csv,0,310,70.5,99,368.3,331.8,530.3,18156
confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,02,confianza_5090/llamacpp/12b_4b_np8/run_02/telemetria_gpu.csv,0,284,67.0,100,331.1,316.5,578.5,18156
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,04,confianza_5090/llamacpp/26b_06b_np1/run_04/telemetria_gpu.csv,0,209,87,98,306.7,309.6,471.7,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,01,confianza_5090/llamacpp/26b_06b_np1/run_01/telemetria_gpu.csv,0,252,87.0,98,314.8,310.9,509.4,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,05,confianza_5090/llamacpp/26b_06b_np1/run_05/telemetria_gpu.csv,0,225,87,98,315.3,317.9,445.8,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,07,confianza_5090/llamacpp/26b_06b_np1/run_07/telemetria_gpu.csv,0,237,87,98,317.1,317.1,460.3,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,06,confianza_5090/llamacpp/26b_06b_np1/run_06/telemetria_gpu.csv,0,223,86,98,318.4,320.6,452.1,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,10,confianza_5090/llamacpp/26b_06b_np1/run_10/telemetria_gpu.csv,0,232,87.0,98,312.5,313.7,456.5,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,09,confianza_5090/llamacpp/26b_06b_np1/run_09/telemetria_gpu.csv,0,218,86.0,98,315.1,318.0,501.3,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,08,confianza_5090/llamacpp/26b_06b_np1/run_08/telemetria_gpu.csv,0,219,86,98,304.6,310.6,465.5,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,03,confianza_5090/llamacpp/26b_06b_np1/run_03/telemetria_gpu.csv,0,215,87,98,320.8,316.1,446.4,22464
confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,02,confianza_5090/llamacpp/26b_06b_np1/run_02/telemetria_gpu.csv,0,207,87,98,308.2,309.0,444.7,22464
confianza_5090,gtc2pc4,,,,confianza_5090/saturacion/telemetria_gpu.csv,0,440,98.0,100,476.4,466.4,559.7,28448
confianza_5090,gtc2pc4,ollama,26b_4b_np4,04,confianza_5090/ollama/26b_4b_np4/run_04/telemetria_gpu.csv,0,405,34,99,203.1,161.5,392.5,25514
confianza_5090,gtc2pc4,ollama,26b_4b_np4,01,confianza_5090/ollama/26b_4b_np4/run_01/telemetria_gpu.csv,0,279,39,99,237.7,240.6,461.6,25516
confianza_5090,gtc2pc4,ollama,26b_4b_np4,05,confianza_5090/ollama/26b_4b_np4/run_05/telemetria_gpu.csv,0,250,38.0,99,238.5,243.9,432.6,25514
confianza_5090,gtc2pc4,ollama,26b_4b_np4,07,confianza_5090/ollama/26b_4b_np4/run_07/telemetria_gpu.csv,0,250,39.0,99,239.4,243.4,378.8,25514
confianza_5090,gtc2pc4,ollama,26b_4b_np4,06,confianza_5090/ollama/26b_4b_np4/run_06/telemetria_gpu.csv,0,245,38,100,239.8,245.9,456.0,25516
confianza_5090,gtc2pc4,ollama,26b_4b_np4,10,confianza_5090/ollama/26b_4b_np4/run_10/telemetria_gpu.csv,0,243,39,99,238.2,238.6,446.6,25516
confianza_5090,gtc2pc4,ollama,26b_4b_np4,09,confianza_5090/ollama/26b_4b_np4/run_09/telemetria_gpu.csv,0,491,0,99,71.8,132.9,435.4,25512
confianza_5090,gtc2pc4,ollama,26b_4b_np4,08,confianza_5090/ollama/26b_4b_np4/run_08/telemetria_gpu.csv,0,352,34.0,99,218.2,172.4,405.2,25516
confianza_5090,gtc2pc4,ollama,26b_4b_np4,03,confianza_5090/ollama/26b_4b_np4/run_03/telemetria_gpu.csv,0,794,0.0,99,25.3,96.6,453.5,25512
confianza_5090,gtc2pc4,ollama,26b_4b_np4,02,confianza_5090/ollama/26b_4b_np4/run_02/telemetria_gpu.csv,0,360,32.0,99,204.9,159.4,405.4,25516
confianza_5090,gtc2pc4,ollama,26b_06b_np4,04,confianza_5090/ollama/26b_06b_np4/run_04/telemetria_gpu.csv,0,346,31.0,99,199.6,157.0,423.8,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,01,confianza_5090/ollama/26b_06b_np4/run_01/telemetria_gpu.csv,0,264,38.5,99,235.0,229.1,402.2,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,05,confianza_5090/ollama/26b_06b_np4/run_05/telemetria_gpu.csv,0,233,38,92,236.6,236.0,436.7,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,07,confianza_5090/ollama/26b_06b_np4/run_07/telemetria_gpu.csv,0,251,38,92,235.7,231.2,379.1,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,06,confianza_5090/ollama/26b_06b_np4/run_06/telemetria_gpu.csv,0,236,38.0,99,238.2,237.0,402.6,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,10,confianza_5090/ollama/26b_06b_np4/run_10/telemetria_gpu.csv,0,244,38.0,89,234.8,229.6,373.0,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,09,confianza_5090/ollama/26b_06b_np4/run_09/telemetria_gpu.csv,0,668,0.0,99,25.8,101.5,459.8,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,08,confianza_5090/ollama/26b_06b_np4/run_08/telemetria_gpu.csv,0,345,30,96,209.8,167.1,421.6,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,03,confianza_5090/ollama/26b_06b_np4/run_03/telemetria_gpu.csv,0,646,0.0,99,27.2,107.2,429.1,23652
confianza_5090,gtc2pc4,ollama,26b_06b_np4,02,confianza_5090/ollama/26b_06b_np4/run_02/telemetria_gpu.csv,0,347,28,99,186.0,151.7,404.8,23652
confianza_5090,gtc2pc4,ollama,12b_06b_np8,04,confianza_5090/ollama/12b_06b_np8/run_04/telemetria_gpu.csv,0,367,44,100,304.8,279.2,477.5,20920
confianza_5090,gtc2pc4,ollama,12b_06b_np8,01,confianza_5090/ollama/12b_06b_np8/run_01/telemetria_gpu.csv,0,370,42.0,100,304.3,272.5,499.1,20920
confianza_5090,gtc2pc4,ollama,12b_06b_np8,05,confianza_5090/ollama/12b_06b_np8/run_05/telemetria_gpu.csv,0,365,41,100,300.1,271.9,493.4,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np8,07,confianza_5090/ollama/12b_06b_np8/run_07/telemetria_gpu.csv,0,378,42.5,100,305.4,274.8,484.8,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np8,06,confianza_5090/ollama/12b_06b_np8/run_06/telemetria_gpu.csv,0,379,43,100,304.6,274.7,513.9,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np8,10,confianza_5090/ollama/12b_06b_np8/run_10/telemetria_gpu.csv,0,369,45,100,306.2,279.4,522.5,20920
confianza_5090,gtc2pc4,ollama,12b_06b_np8,09,confianza_5090/ollama/12b_06b_np8/run_09/telemetria_gpu.csv,0,364,43.0,100,305.8,278.6,535.2,20920
confianza_5090,gtc2pc4,ollama,12b_06b_np8,08,confianza_5090/ollama/12b_06b_np8/run_08/telemetria_gpu.csv,0,363,44,100,303.6,278.9,475.7,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np8,03,confianza_5090/ollama/12b_06b_np8/run_03/telemetria_gpu.csv,0,394,46.5,100,307.3,283.8,489.8,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np8,02,confianza_5090/ollama/12b_06b_np8/run_02/telemetria_gpu.csv,0,353,43,100,302.3,272.8,517.5,20922
confianza_5090,gtc2pc4,ollama,12b_06b_np4,04,confianza_5090/ollama/12b_06b_np4/run_04/telemetria_gpu.csv,0,337,49,100,330.2,298.9,489.6,20520
confianza_5090,gtc2pc4,ollama,12b_06b_np4,01,confianza_5090/ollama/12b_06b_np4/run_01/telemetria_gpu.csv,0,361,49,100,329.7,296.2,484.6,20518
confianza_5090,gtc2pc4,ollama,12b_06b_np4,05,confianza_5090/ollama/12b_06b_np4/run_05/telemetria_gpu.csv,0,336,48.0,100,330.4,297.7,500.8,20518
confianza_5090,gtc2pc4,ollama,12b_06b_np4,07,confianza_5090/ollama/12b_06b_np4/run_07/telemetria_gpu.csv,0,351,48,100,330.7,300.4,499.5,20520
confianza_5090,gtc2pc4,ollama,12b_06b_np4,06,confianza_5090/ollama/12b_06b_np4/run_06/telemetria_gpu.csv,0,335,48,100,331.1,300.2,489.0,20522
confianza_5090,gtc2pc4,ollama,12b_06b_np4,10,confianza_5090/ollama/12b_06b_np4/run_10/telemetria_gpu.csv,0,344,49.0,100,329.0,296.7,492.9,20518
confianza_5090,gtc2pc4,ollama,12b_06b_np4,09,confianza_5090/ollama/12b_06b_np4/run_09/telemetria_gpu.csv,0,329,48,100,329.7,298.8,535.0,20518
confianza_5090,gtc2pc4,ollama,12b_06b_np4,08,confianza_5090/ollama/12b_06b_np4/run_08/telemetria_gpu.csv,0,331,49,100,326.7,299.1,491.3,20520
confianza_5090,gtc2pc4,ollama,12b_06b_np4,03,confianza_5090/ollama/12b_06b_np4/run_03/telemetria_gpu.csv,0,370,49.0,100,331.9,301.0,473.6,20520
confianza_5090,gtc2pc4,ollama,12b_06b_np4,02,confianza_5090/ollama/12b_06b_np4/run_02/telemetria_gpu.csv,0,324,48.0,100,321.8,293.8,475.4,20518
confianza_5090,gtc2pc4,ollama,12b_4b_np4,04,confianza_5090/ollama/12b_4b_np4/run_04/telemetria_gpu.csv,0,330,49.0,100,323.0,300.2,495.3,17918
confianza_5090,gtc2pc4,ollama,12b_4b_np4,01,confianza_5090/ollama/12b_4b_np4/run_01/telemetria_gpu.csv,0,152401,0,100,16.1,108.6,564.8,32099
confianza_5090,gtc2pc4,ollama,12b_4b_np4,05,confianza_5090/ollama/12b_4b_np4/run_05/telemetria_gpu.csv,0,337,48,100,328.3,304.3,503.4,17918
confianza_5090,gtc2pc4,ollama,12b_4b_np4,07,confianza_5090/ollama/12b_4b_np4/run_07/telemetria_gpu.csv,0,343,48,100,331.3,304.1,484.1,17918
confianza_5090,gtc2pc4,ollama,12b_4b_np4,06,confianza_5090/ollama/12b_4b_np4/run_06/telemetria_gpu.csv,0,343,50,100,332.8,310.9,511.4,17920
confianza_5090,gtc2pc4,ollama,12b_4b_np4,10,confianza_5090/ollama/12b_4b_np4/run_10/telemetria_gpu.csv,0,331,47,100,326.8,303.2,498.9,17920
confianza_5090,gtc2pc4,ollama,12b_4b_np4,09,confianza_5090/ollama/12b_4b_np4/run_09/telemetria_gpu.csv,0,336,50.0,100,330.8,306.6,500.6,17916
confianza_5090,gtc2pc4,ollama,12b_4b_np4,08,confianza_5090/ollama/12b_4b_np4/run_08/telemetria_gpu.csv,0,326,48.0,100,330.6,306.1,503.1,17918
confianza_5090,gtc2pc4,ollama,12b_4b_np4,03,confianza_5090/ollama/12b_4b_np4/run_03/telemetria_gpu.csv,0,376,50.0,100,333.4,310.4,498.4,17916
confianza_5090,gtc2pc4,ollama,12b_4b_np4,02,confianza_5090/ollama/12b_4b_np4/run_02/telemetria_gpu.csv,0,320,49.0,100,328.0,303.6,489.8,17918
confianza_5090,gtc2pc4,ollama,26b_4b_np1,04,confianza_5090/ollama/26b_4b_np1/run_04/telemetria_gpu.csv,0,558,0.0,99,196.9,154.4,462.3,23354
confianza_5090,gtc2pc4,ollama,26b_4b_np1,01,confianza_5090/ollama/26b_4b_np1/run_01/telemetria_gpu.csv,0,337,60,99,275.7,266.6,430.8,23356
confianza_5090,gtc2pc4,ollama,26b_4b_np1,05,confianza_5090/ollama/26b_4b_np1/run_05/telemetria_gpu.csv,0,292,60.0,99,272.7,265.2,404.0,23354
confianza_5090,gtc2pc4,ollama,26b_4b_np1,07,confianza_5090/ollama/26b_4b_np1/run_07/telemetria_gpu.csv,0,299,60,99,274.6,266.4,415.7,23354
confianza_5090,gtc2pc4,ollama,26b_4b_np1,06,confianza_5090/ollama/26b_4b_np1/run_06/telemetria_gpu.csv,0,283,60,99,275.0,268.9,429.5,23356
confianza_5090,gtc2pc4,ollama,26b_4b_np1,10,confianza_5090/ollama/26b_4b_np1/run_10/telemetria_gpu.csv,0,295,60,99,273.7,265.4,417.4,23356
confianza_5090,gtc2pc4,ollama,26b_4b_np1,09,confianza_5090/ollama/26b_4b_np1/run_09/telemetria_gpu.csv,0,404,56.0,99,242.5,198.6,448.4,23352
confianza_5090,gtc2pc4,ollama,26b_4b_np1,08,confianza_5090/ollama/26b_4b_np1/run_08/telemetria_gpu.csv,0,390,58.0,99,249.2,197.7,389.6,23356
confianza_5090,gtc2pc4,ollama,26b_4b_np1,03,confianza_5090/ollama/26b_4b_np1/run_03/telemetria_gpu.csv,0,943,0,100,25.5,101.8,457.4,23352
confianza_5090,gtc2pc4,ollama,26b_4b_np1,02,confianza_5090/ollama/26b_4b_np1/run_02/telemetria_gpu.csv,0,264,60.0,100,275.7,266.2,431.5,23356
confianza_5090,gtc2pc4,ollama,12b_06b_np1,04,confianza_5090/ollama/12b_06b_np1/run_04/telemetria_gpu.csv,0,440,71.0,100,381.3,345.8,564.8,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,01,confianza_5090/ollama/12b_06b_np1/run_01/telemetria_gpu.csv,0,483,72,100,386.1,350.9,502.6,16252
confianza_5090,gtc2pc4,ollama,12b_06b_np1,05,confianza_5090/ollama/12b_06b_np1/run_05/telemetria_gpu.csv,0,442,72.0,100,381.3,348.3,516.2,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,07,confianza_5090/ollama/12b_06b_np1/run_07/telemetria_gpu.csv,0,468,72.0,100,385.1,350.7,490.4,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,06,confianza_5090/ollama/12b_06b_np1/run_06/telemetria_gpu.csv,0,433,72,100,384.9,350.0,516.0,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,10,confianza_5090/ollama/12b_06b_np1/run_10/telemetria_gpu.csv,0,432,72.0,99,382.9,346.2,512.2,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,09,confianza_5090/ollama/12b_06b_np1/run_09/telemetria_gpu.csv,0,446,72.0,100,385.0,351.6,544.0,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,08,confianza_5090/ollama/12b_06b_np1/run_08/telemetria_gpu.csv,0,431,71,100,379.2,347.8,512.4,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,03,confianza_5090/ollama/12b_06b_np1/run_03/telemetria_gpu.csv,0,512,72.0,100,388.0,355.3,513.1,16254
confianza_5090,gtc2pc4,ollama,12b_06b_np1,02,confianza_5090/ollama/12b_06b_np1/run_02/telemetria_gpu.csv,0,432,72.0,100,384.9,348.0,512.4,16254
confianza_5090,gtc2pc4,ollama,26b_06b_np8,04,confianza_5090/ollama/26b_06b_np8/run_04/telemetria_gpu.csv,0,951,0,98,24.3,75.3,400.3,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,01,confianza_5090/ollama/26b_06b_np8/run_01/telemetria_gpu.csv,0,311,31,99,209.8,196.1,403.8,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,05,confianza_5090/ollama/26b_06b_np8/run_05/telemetria_gpu.csv,0,255,32,92,221.7,221.1,413.4,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,07,confianza_5090/ollama/26b_06b_np8/run_07/telemetria_gpu.csv,0,266,32.0,90,221.1,218.1,380.1,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,06,confianza_5090/ollama/26b_06b_np8/run_06/telemetria_gpu.csv,0,250,32.0,99,221.2,221.2,406.6,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,10,confianza_5090/ollama/26b_06b_np8/run_10/telemetria_gpu.csv,0,257,32,99,221.1,217.0,394.4,26534
confianza_5090,gtc2pc4,ollama,26b_06b_np8,09,confianza_5090/ollama/26b_06b_np8/run_09/telemetria_gpu.csv,0,260,32.0,99,220.9,222.7,434.1,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,08,confianza_5090/ollama/26b_06b_np8/run_08/telemetria_gpu.csv,0,376,25.0,99,195.6,158.0,393.3,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,03,confianza_5090/ollama/26b_06b_np8/run_03/telemetria_gpu.csv,0,805,0,95,24.6,87.2,396.0,26532
confianza_5090,gtc2pc4,ollama,26b_06b_np8,02,confianza_5090/ollama/26b_06b_np8/run_02/telemetria_gpu.csv,0,375,20,99,176.5,144.1,382.3,26532
confianza_5090,gtc2pc4,ollama,12b_4b_np1,04,confianza_5090/ollama/12b_4b_np1/run_04/telemetria_gpu.csv,0,445,72,100,382.0,347.9,520.8,13654
confianza_5090,gtc2pc4,ollama,12b_4b_np1,01,confianza_5090/ollama/12b_4b_np1/run_01/telemetria_gpu.csv,0,493,71,100,386.7,354.3,523.0,13654
confianza_5090,gtc2pc4,ollama,12b_4b_np1,05,confianza_5090/ollama/12b_4b_np1/run_05/telemetria_gpu.csv,0,454,71.0,100,385.8,354.1,526.2,13654
confianza_5090,gtc2pc4,ollama,12b_4b_np1,07,confianza_5090/ollama/12b_4b_np1/run_07/telemetria_gpu.csv,0,464,72.0,100,386.2,354.7,502.3,13654
confianza_5090,gtc2pc4,ollama,12b_4b_np1,06,confianza_5090/ollama/12b_4b_np1/run_06/telemetria_gpu.csv,0,455,72,100,386.7,354.5,562.4,13656
confianza_5090,gtc2pc4,ollama,12b_4b_np1,10,confianza_5090/ollama/12b_4b_np1/run_10/telemetria_gpu.csv,0,450,72.0,100,386.6,353.5,518.5,13656
confianza_5090,gtc2pc4,ollama,12b_4b_np1,09,confianza_5090/ollama/12b_4b_np1/run_09/telemetria_gpu.csv,0,449,71,99,384.9,352.8,533.4,13652
confianza_5090,gtc2pc4,ollama,12b_4b_np1,08,confianza_5090/ollama/12b_4b_np1/run_08/telemetria_gpu.csv,0,427,71,100,381.3,352.0,509.4,13654
confianza_5090,gtc2pc4,ollama,12b_4b_np1,03,confianza_5090/ollama/12b_4b_np1/run_03/telemetria_gpu.csv,0,514,72.0,99,388.7,358.2,493.8,13652
confianza_5090,gtc2pc4,ollama,12b_4b_np1,02,confianza_5090/ollama/12b_4b_np1/run_02/telemetria_gpu.csv,0,433,72,100,379.2,350.2,534.8,13656
confianza_5090,gtc2pc4,ollama,26b_4b_np8,04,confianza_5090/ollama/26b_4b_np8/run_04/telemetria_gpu.csv,0,366,28.0,99,204.1,163.3,423.7,28394
confianza_5090,gtc2pc4,ollama,26b_4b_np8,01,confianza_5090/ollama/26b_4b_np8/run_01/telemetria_gpu.csv,0,293,32,100,223.2,223.6,413.2,28396
confianza_5090,gtc2pc4,ollama,26b_4b_np8,05,confianza_5090/ollama/26b_4b_np8/run_05/telemetria_gpu.csv,0,264,33.0,100,224.2,229.0,437.5,28396
confianza_5090,gtc2pc4,ollama,26b_4b_np8,07,confianza_5090/ollama/26b_4b_np8/run_07/telemetria_gpu.csv,0,267,33,100,226.9,229.5,426.3,28394
confianza_5090,gtc2pc4,ollama,26b_4b_np8,06,confianza_5090/ollama/26b_4b_np8/run_06/telemetria_gpu.csv,0,263,36,99,233.4,234.1,431.0,28396
confianza_5090,gtc2pc4,ollama,26b_4b_np8,10,confianza_5090/ollama/26b_4b_np8/run_10/telemetria_gpu.csv,0,261,32,100,225.4,228.2,436.2,28398
confianza_5090,gtc2pc4,ollama,26b_4b_np8,09,confianza_5090/ollama/26b_4b_np8/run_09/telemetria_gpu.csv,0,636,0.0,99,27.5,108.1,438.5,28392
confianza_5090,gtc2pc4,ollama,26b_4b_np8,08,confianza_5090/ollama/26b_4b_np8/run_08/telemetria_gpu.csv,0,366,28.0,99,202.4,165.0,405.6,28396
confianza_5090,gtc2pc4,ollama,26b_4b_np8,03,confianza_5090/ollama/26b_4b_np8/run_03/telemetria_gpu.csv,0,801,0,98,25.2,97.0,435.1,28378
confianza_5090,gtc2pc4,ollama,26b_4b_np8,02,confianza_5090/ollama/26b_4b_np8/run_02/telemetria_gpu.csv,0,490,0.0,99,71.1,126.0,439.3,28398
