fichero,campana,maquina,motor,inicio,fin,duracion_s,n_gpus,energia_wh,energia_marginal_wh,pot_media_w,pot_pico_w,vram_pico_gb
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T06:42:06.042000,2026-07-04T06:47:22.218000,316.2,2,22.482,10.927,256.1,562.1,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T06:47:54.152000,2026-07-04T06:50:29.189000,155.0,2,15.498,5.561,359.8,514.1,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T06:51:01.104000,2026-07-04T06:53:33.138000,152.0,2,15.183,4.5,359.4,536.4,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T06:54:05.316000,2026-07-04T06:56:46.353000,161.0,2,15.873,4.693,354.7,488.6,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T06:57:17.855000,2026-07-04T07:02:02.943000,285.1,2,21.556,10.07,272.0,518.8,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:03:04.414000,2026-07-04T07:10:57.590000,473.2,2,30.227,12.905,230.1,498.4,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:11:29.174000,2026-07-04T07:14:07.212000,158.0,2,15.509,4.804,353.2,480.1,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T02:51:49.517000,2026-07-04T02:54:40.555000,171.0,2,16.321,5.849,343.3,495.4,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T02:55:13.746000,2026-07-04T02:57:26.781000,133.0,2,12.783,5.704,345.9,547.0,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T02:58:00.338000,2026-07-04T03:10:58.687000,778.3,2,45.076,16.667,208.5,499.2,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:11:59.925000,2026-07-04T03:17:14.053000,314.1,2,22.122,10.368,253.7,553.6,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:17:46.579000,2026-07-04T03:20:26.617000,160.0,2,15.622,5.558,351.4,519.0,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:20:58.630000,2026-07-04T03:23:37.668000,159.0,2,15.61,6.847,353.2,597.2,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:24:10.510000,2026-07-04T03:26:56.549000,166.0,2,16.276,5.201,352.8,517.0,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:27:28.285000,2026-07-04T03:32:15.369000,287.1,2,21.42,9.952,268.5,588.0,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:33:16.878000,2026-07-04T03:40:32.014000,435.1,2,28.778,12.874,237.9,520.2,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_06b_np8/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:41:33.546000,2026-07-04T03:44:10.583000,157.0,2,15.098,6.932,345.7,517.9,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T10:39:11.390000,2026-07-04T10:43:26.436000,255.0,2,25.532,4.405,360.3,681.5,34.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T10:43:58.582000,2026-07-04T10:49:26.684000,328.1,2,26.286,13.121,288.5,660.6,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T10:49:59.194000,2026-07-04T11:02:36.469000,757.3,2,49.022,21.466,233.0,595.4,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:03:30.875000,2026-07-04T11:14:09.078000,638.2,2,42.924,19.648,242.3,684.5,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:14:41.866000,2026-07-04T11:18:23.905000,222.0,2,22.5,4.279,364.7,608.7,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:18:56.254000,2026-07-04T11:22:28.297000,212.0,2,21.909,4.274,371.9,650.9,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:23:00.266000,2026-07-04T11:26:43.306000,223.0,2,22.664,4.185,365.6,604.9,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:27:16.423000,2026-07-04T11:30:55.468000,219.0,2,22.121,7.435,363.1,628.7,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:31:27.654000,2026-07-04T11:37:08.737000,341.1,2,28.148,10.687,297.2,660.5,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np1/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T11:37:42.006000,2026-07-04T11:41:17.051000,215.0,2,22.141,5.087,370.5,650.7,28.4
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:14:39.758000,2026-07-04T07:17:35.797000,176.0,2,17.69,5.729,361.5,606.4,37.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:18:08.183000,2026-07-04T07:20:25.218000,137.0,2,13.897,5.684,364.9,661.9,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:20:57.242000,2026-07-04T07:33:39.530000,762.3,2,45.641,17.795,215.6,619.7,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:34:39.878000,2026-07-04T07:42:26.090000,466.2,2,30.801,13.695,238.1,608.4,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:42:58.307000,2026-07-04T07:45:37.344000,159.0,2,16.042,5.762,362.9,685.8,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:46:10.808000,2026-07-04T07:48:43.847000,153.0,2,15.722,6.208,369.6,612.8,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:49:16.840000,2026-07-04T07:51:57.876000,161.0,2,16.307,5.143,364.4,585.3,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:52:30.455000,2026-07-04T07:57:25.535000,295.1,2,22.538,11.803,274.8,649.2,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T07:58:27.673000,2026-07-04T08:03:29.759000,302.1,2,22.69,11.633,270.7,636.3,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T08:04:02.390000,2026-07-04T08:06:36.424000,154.0,2,15.574,5.85,363.9,625.5,31.5
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:44:43.926000,2026-07-04T03:47:37.964000,174.0,2,17.089,7.382,353.4,743.9,41.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:48:10.106000,2026-07-04T03:55:26.249000,436.1,2,28.544,12.639,235.6,671.1,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T03:56:26.091000,2026-07-04T04:09:11.359000,765.3,2,45.733,16.982,215.2,669.0,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:10:10.987000,2026-07-04T04:17:41.128000,450.1,2,29.891,13.393,239.1,687.8,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:18:41.104000,2026-07-04T04:21:13.138000,152.0,2,15.127,5.865,358.1,603.2,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:21:45.308000,2026-07-04T04:24:21.345000,156.0,2,15.744,6.99,363.0,657.5,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:24:53.942000,2026-07-04T04:27:28.977000,155.0,2,15.542,7.59,360.9,578.8,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:28:03.078000,2026-07-04T04:32:52.154000,289.1,2,21.765,11.198,270.9,657.0,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:33:54.255000,2026-07-04T04:44:25.468000,631.2,2,38.672,15.044,220.7,679.6,35.1
eval/prueba_carga_usuarios/confianza/ollama/26b_4b_np8/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,ollama,2026-07-04T04:45:00.012000,2026-07-04T04:47:35.047000,155.0,2,15.594,6.164,362.0,658.3,35.1
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:49:15.990000,2026-07-04T22:50:30.018000,74.0,2,8.95,2.249,434.1,718.2,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:50:30.507000,2026-07-04T22:51:25.524000,55.0,2,6.807,1.878,444.1,730.9,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:51:26.637000,2026-07-04T22:53:50.687000,144.1,2,12.517,5.293,312.4,758.8,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:53:51.246000,2026-07-04T22:54:52.263000,61.0,2,7.422,1.836,436.0,728.0,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:54:53.382000,2026-07-04T22:55:55.405000,62.0,2,7.625,2.004,441.5,770.2,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:55:56.727000,2026-07-04T22:56:50.749000,54.0,2,6.8,2.206,453.1,803.4,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:56:51.971000,2026-07-04T22:58:02.995000,71.0,2,8.705,1.738,440.4,749.0,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:58:04.207000,2026-07-04T22:58:59.228000,55.0,2,6.835,1.782,446.3,740.4,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:59:00.302000,2026-07-04T23:00:01.326000,61.0,2,7.684,1.815,452.7,764.9,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_06b/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T23:00:02.653000,2026-07-04T23:01:04.678000,62.0,2,7.615,2.013,440.8,757.5,102.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:37:54.743000,2026-07-04T22:39:14.769000,80.0,2,10.283,2.431,461.5,879.8,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:39:16.086000,2026-07-04T22:40:22.112000,66.0,2,8.453,2.784,459.1,858.0,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:40:22.695000,2026-07-04T22:41:33.713000,71.0,2,9.332,2.76,472.1,873.5,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:41:34.603000,2026-07-04T22:42:39.619000,65.0,2,8.405,2.683,464.0,930.1,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:42:40.599000,2026-07-04T22:43:44.613000,64.0,2,8.139,2.494,456.4,894.7,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:43:45.235000,2026-07-04T22:44:43.252000,58.0,2,7.56,2.575,467.6,806.1,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:44:44.318000,2026-07-04T22:45:57.345000,73.0,2,9.157,1.923,450.1,837.3,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:45:57.933000,2026-07-04T22:46:55.948000,58.0,2,7.415,2.422,458.2,868.3,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:46:56.227000,2026-07-04T22:48:01.245000,65.0,2,8.393,2.409,463.6,859.7,96.9
eval/prueba_carga_usuarios/confianza/vllm/12b_4b/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:48:01.767000,2026-07-04T22:49:02.784000,61.0,2,7.77,2.316,457.1,829.1,96.9
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:04:21.273000,2026-07-04T01:05:12.297000,51.0,2,5.739,3.055,403.7,602.9,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:05:13.340000,2026-07-04T01:05:53.357000,40.0,2,4.798,1.313,430.4,622.2,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:05:54.804000,2026-07-04T01:07:20.835000,86.0,2,7.431,3.092,310.3,613.9,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:07:21.997000,2026-07-04T01:08:04.018000,42.0,2,4.983,1.487,424.7,629.2,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:08:05.004000,2026-07-04T01:08:45.015000,40.0,2,4.687,1.401,421.0,558.6,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:08:46.267000,2026-07-04T01:09:24.288000,38.0,2,4.548,1.765,430.6,685.6,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:09:25.500000,2026-07-04T01:10:14.519000,49.0,2,5.835,2.012,427.7,645.7,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:10:15.280000,2026-07-04T01:11:19.302000,64.0,2,6.178,2.942,346.5,625.2,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:11:20.044000,2026-07-04T01:12:07.058000,47.0,2,5.527,1.438,421.0,635.1,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_06b/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T01:12:07.867000,2026-07-04T01:12:53.880000,46.0,2,5.407,1.659,422.8,667.9,102.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:26:25.225000,2026-07-04T22:27:21.246000,56.0,2,7.149,2.361,457.3,829.4,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:27:22.276000,2026-07-04T22:28:04.294000,42.0,2,5.338,1.987,455.7,768.4,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:28:05.245000,2026-07-04T22:28:49.259000,44.0,2,5.294,2.603,432.4,758.9,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:28:49.811000,2026-07-04T22:29:39.823000,50.0,2,6.071,1.902,436.4,678.3,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:29:40.501000,2026-07-04T22:30:23.515000,43.0,2,5.149,1.633,429.4,653.9,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:30:24.210000,2026-07-04T22:31:11.225000,47.0,2,5.916,2.274,451.2,781.9,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:31:12.086000,2026-07-04T22:32:02.101000,50.0,2,6.19,1.582,443.9,763.6,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:32:02.485000,2026-07-04T22:32:49.497000,47.0,2,5.764,1.785,440.3,692.6,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:32:50.386000,2026-07-04T22:33:36.400000,46.0,2,5.742,1.957,448.0,816.1,96.7
eval/prueba_carga_usuarios/confianza/vllm/26b_4b/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza,voz05,vllm,2026-07-04T22:33:37.009000,2026-07-04T22:34:25.023000,48.0,2,5.977,2.352,445.9,739.3,96.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:44:59.363000,2026-07-27T12:51:50.471000,411.1,1,45.171,16.561,395.3,579.1,15.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:51:56.915000,2026-07-27T12:57:56.010000,359.1,1,38.412,13.615,385.1,550.6,15.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:58:02.800000,2026-07-27T13:10:24.961000,742.2,1,76.483,6.256,371.0,480.6,31.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T13:13:26.024000,2026-07-27T13:16:26.072000,180.0,1,18.334,0.749,366.6,448.2,31.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T13:19:26.367000,2026-07-27T13:22:26.403000,180.0,1,18.326,0.725,366.4,440.0,30.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T13:23:45.378000,2026-07-27T13:44:34.811000,1249.4,1,126.384,12.033,364.1,492.8,31.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T13:44:59.938000,2026-07-27T14:03:31.208000,1111.3,1,113.711,12.36,368.4,509.7,31.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:03:38.709000,2026-07-27T14:10:23.812000,405.1,1,41.34,21.017,367.2,485.3,13.0
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:10:32.116000,2026-07-27T14:17:39.220000,427.1,1,42.31,30.09,356.3,556.6,13.0
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np1/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:17:47.091000,2026-07-27T14:24:41.193000,414.1,1,41.935,24.971,363.9,546.9,13.0
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:01:48.359000,2026-07-27T11:07:06.444000,318.1,1,30.776,20.215,348.1,527.3,21.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:07:14.493000,2026-07-27T11:11:32.563000,258.1,1,24.849,14.383,346.5,573.1,19.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:11:40.794000,2026-07-27T11:17:04.881000,324.1,1,33.224,17.922,369.1,537.7,25.0
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:17:13.208000,2026-07-27T11:22:01.288000,288.1,1,28.273,14.65,353.4,558.5,23.6
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:22:09.441000,2026-07-27T11:26:28.516000,259.1,1,24.89,16.211,346.0,521.6,20.1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:26:37.054000,2026-07-27T11:33:48.166000,431.1,1,48.596,8.78,405.7,502.4,29.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:34:01.703000,2026-07-27T11:40:25.807000,384.1,1,41.589,9.772,389.7,525.8,29.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:40:36.909000,2026-07-27T11:45:25.988000,289.1,1,28.802,12.419,358.7,515.6,23.9
