fichero,campana,maquina,motor,inicio,fin,duracion_s,n_gpus,energia_wh,energia_marginal_wh,pot_media_w,pot_pico_w,vram_pico_gb
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:45:34.138000,2026-07-27T11:50:32.219000,298.1,1,29.718,14.457,358.9,561.6,20.1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:50:41.735000,2026-07-27T11:55:43.820000,302.1,1,30.184,13.311,359.7,558.3,20.1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:10:48.967000,2026-07-31T12:15:19.044000,270.1,1,24.602,18.34,328.1,502.5,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:15:31.215000,2026-07-31T12:19:57.290000,266.1,1,22.727,17.35,307.8,519.9,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:20:11.514000,2026-07-31T12:25:13.599000,302.1,1,27.634,21.477,329.5,523.8,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:25:24.373000,2026-07-31T12:30:06.453000,282.1,1,24.401,18.714,311.7,584.0,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:30:19.890000,2026-07-31T12:35:00.969000,281.1,1,24.433,18.752,313.2,578.7,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:35:11.454000,2026-07-31T12:39:47.531000,276.1,1,24.124,18.563,314.9,565.0,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:40:00.767000,2026-07-31T12:44:54.851000,294.1,1,26.639,20.697,326.4,529.7,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:45:08.278000,2026-07-31T12:49:38.354000,270.1,1,23.897,18.387,318.9,523.3,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:49:51.423000,2026-07-31T12:54:44.504000,293.1,1,25.217,19.313,310.0,581.8,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:54:58.468000,2026-07-31T12:59:36.546000,278.1,1,24.661,19.054,319.6,524.1,15.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:24:47.632000,2026-07-27T14:32:43.752000,476.1,1,50.533,20.94,381.8,534.3,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:32:51.172000,2026-07-27T14:40:02.280000,431.1,1,43.42,22.829,362.6,586.8,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:40:08.784000,2026-07-27T14:48:12.907000,484.1,1,50.797,23.782,377.5,523.6,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:48:18.004000,2026-07-27T14:55:14.114000,416.1,1,42.666,20.776,368.8,582.8,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T14:55:20.796000,2026-07-27T15:02:53.908000,453.1,1,45.597,32.232,362.1,570.3,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T15:03:01.289000,2026-07-27T15:10:54.401000,473.1,1,44.967,32.324,342.0,581.9,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T15:11:00.808000,2026-07-27T15:18:42.922000,462.1,1,47.37,27.027,368.8,531.7,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T15:18:49.485000,2026-07-27T15:25:50.581000,421.1,1,42.125,22.581,359.9,507.6,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T15:25:57.847000,2026-07-27T15:33:22.946000,445.1,1,44.397,31.314,358.9,574.0,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T15:33:29.712000,2026-07-27T15:40:53.825000,444.1,1,44.947,30.885,364.1,554.4,10.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T11:55:49.592000,2026-07-27T12:01:14.682000,325.1,1,33.283,14.576,368.5,542.0,20.1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:01:20.432000,2026-07-27T12:05:54.505000,274.1,1,27.234,12.514,357.8,581.4,17.5
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:06:00.724000,2026-07-27T12:10:38.801000,278.1,1,28.149,16.188,364.4,573.6,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:10:46.676000,2026-07-27T12:15:03.748000,257.1,1,25.219,13.81,353.6,580.3,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:15:10.292000,2026-07-27T12:19:40.368000,270.1,1,26.941,17.244,359.5,576.0,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:19:46.372000,2026-07-27T12:24:12.446000,266.1,1,26.576,15.861,359.5,579.2,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:24:18.868000,2026-07-27T12:28:46.943000,268.1,1,26.873,16.646,361.1,549.2,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:28:52.809000,2026-07-27T12:33:06.880000,254.1,1,24.75,15.458,350.7,505.0,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:33:12.300000,2026-07-27T12:37:32.371000,260.1,1,25.744,14.333,356.3,554.5,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-27T12:37:39.879000,2026-07-27T12:42:01.952000,262.1,1,25.885,13.517,355.9,524.2,14.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T12:59:49.563000,2026-07-31T13:05:07.652000,318.1,1,29.012,22.598,328.4,561.2,20.3
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:05:19.567000,2026-07-31T13:10:02.647000,283.1,1,24.889,19.192,316.5,578.5,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:10:14.177000,2026-07-31T13:15:23.264000,309.1,1,28.459,22.191,331.8,530.3,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:15:36.991000,2026-07-31T13:20:26.071000,289.1,1,25.773,19.897,321.4,575.9,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:20:37.423000,2026-07-31T13:25:28.505000,291.1,1,26.254,20.364,324.8,581.6,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:25:39.526000,2026-07-31T13:30:37.610000,298.1,1,26.781,20.772,323.6,537.9,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:30:51.055000,2026-07-31T13:35:42.136000,291.1,1,26.892,20.986,333.0,518.1,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:35:55.459000,2026-07-31T13:40:37.538000,282.1,1,25.659,19.961,327.8,581.3,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:40:51.313000,2026-07-31T13:45:35.392000,284.1,1,26.314,20.387,333.9,576.0,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T13:45:49.339000,2026-07-31T13:50:43.422000,294.1,1,26.452,20.536,324.2,585.1,17.7
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:50:25.076000,2026-07-16T21:54:36.143000,251.1,1,21.705,7.156,310.9,509.4,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:54:39.632000,2026-07-16T21:58:05.689000,206.1,1,17.686,5.122,309.0,444.7,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:58:09.626000,2026-07-16T22:01:43.684000,214.1,1,18.792,5.277,316.1,446.4,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:01:47.999000,2026-07-16T22:05:16.057000,208.1,1,17.898,5.494,309.6,471.7,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:05:19.198000,2026-07-16T22:09:03.261000,224.1,1,19.8,5.245,317.9,445.8,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:09:07.142000,2026-07-16T22:12:49.203000,222.1,1,19.776,4.03,320.6,452.1,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:12:53.190000,2026-07-16T22:16:49.255000,236.1,1,20.789,6.444,317.1,460.3,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:16:52.758000,2026-07-16T22:20:30.818000,218.1,1,18.816,5.913,310.6,465.5,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:20:34.042000,2026-07-16T22:24:11.102000,217.1,1,19.171,5.834,318.0,501.3,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:24:15.218000,2026-07-16T22:28:06.281000,231.1,1,20.132,5.786,313.7,456.5,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:42:49.625000,2026-07-16T20:45:55.678000,186.1,1,14.814,7.941,286.3,489.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:46:00.221000,2026-07-16T20:48:43.268000,163.0,1,13.07,6.747,288.8,444.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:48:47.830000,2026-07-16T20:51:36.879000,169.0,1,13.872,6.713,295.6,446.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:51:41.818000,2026-07-16T20:54:30.867000,169.0,1,13.581,6.958,289.4,504.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:54:35.262000,2026-07-16T20:57:29.313000,174.1,1,14.329,7.384,296.4,447.7,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T20:57:34.316000,2026-07-16T21:00:31.368000,177.1,1,14.831,7.667,301.7,442.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:00:36.062000,2026-07-16T21:03:35.113000,179.1,1,14.75,7.274,296.6,446.4,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:03:40.085000,2026-07-16T21:06:34.136000,174.1,1,14.201,5.628,293.8,443.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:06:39.113000,2026-07-16T21:09:33.163000,174.1,1,14.384,7.5,297.6,542.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:09:37.454000,2026-07-16T21:12:38.505000,181.1,1,14.617,7.902,290.9,447.9,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:02:34.795000,2026-07-31T11:05:41.848000,187.1,1,14.494,9.291,278.9,502.1,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:05:48.762000,2026-07-31T11:08:38.810000,170.0,1,12.981,8.212,275.0,475.8,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:08:45.171000,2026-07-31T11:11:35.219000,170.0,1,13.097,8.498,277.3,465.9,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:11:41.954000,2026-07-31T11:14:44.006000,182.1,1,13.893,8.855,274.8,501.6,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:14:49.743000,2026-07-31T11:17:51.795000,182.1,1,14.461,9.425,286.0,493.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:17:58.051000,2026-07-31T11:21:01.102000,183.1,1,14.295,9.203,281.1,462.9,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:21:07.247000,2026-07-31T11:24:16.299000,189.1,1,14.723,9.398,280.4,440.8,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:24:22.403000,2026-07-31T11:27:20.452000,178.0,1,13.715,8.769,277.3,471.2,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:27:26.939000,2026-07-31T11:30:30.990000,184.1,1,14.318,9.188,280.1,477.5,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:30:37.495000,2026-07-31T11:33:44.547000,187.1,1,14.547,8.944,279.9,448.7,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:28:11.313000,2026-07-16T22:32:33.383000,262.1,1,23.455,6.714,322.2,470.1,21.9
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:32:38.343000,2026-07-16T22:36:05.401000,207.1,1,18.105,5.459,315.0,470.1,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:36:10.406000,2026-07-16T22:39:48.466000,218.1,1,18.637,9.16,307.8,450.4,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:39:52.853000,2026-07-16T22:46:09.951000,377.1,1,20.645,18.905,197.0,511.6,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:46:14.509000,2026-07-16T22:50:07.574000,233.1,1,20.498,6.551,316.5,455.9,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:50:11.974000,2026-07-16T22:54:02.036000,230.1,1,20.825,6.521,325.9,479.1,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:54:07.201000,2026-07-16T22:58:02.265000,235.1,1,21.04,6.83,322.2,453.6,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T22:58:06.888000,2026-07-16T23:01:39.948000,213.1,1,18.556,6.045,313.6,433.1,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T23:01:44.864000,2026-07-16T23:06:58.949000,314.1,1,21.08,19.588,241.4,518.4,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T23:07:03.984000,2026-07-16T23:10:55.047000,231.1,1,20.535,6.907,320.2,496.0,20.4
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:12:44.720000,2026-07-16T21:15:57.775000,193.1,1,16.544,6.743,308.7,491.5,23.8
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:16:03.829000,2026-07-16T21:18:46.875000,163.0,1,13.337,7.226,294.8,476.6,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:18:52.360000,2026-07-16T21:21:38.407000,166.0,1,13.871,6.602,300.9,459.8,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:21:44.499000,2026-07-16T21:24:36.549000,172.1,1,14.35,7.682,300.3,523.0,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_05/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:24:42.926000,2026-07-16T21:27:40.977000,178.1,1,14.943,7.77,302.3,440.8,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_06/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:27:47.774000,2026-07-16T21:30:50.826000,183.1,1,15.681,8.18,308.5,452.3,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_07/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:30:57.263000,2026-07-16T21:33:57.314000,180.1,1,15.243,6.707,305.0,440.5,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_08/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:34:04.028000,2026-07-16T21:36:54.077000,170.0,1,14.11,7.904,298.8,465.0,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_09/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:36:59.151000,2026-07-16T21:39:51.202000,172.1,1,14.373,8.43,301.0,478.8,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_10/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-16T21:39:56.689000,2026-07-16T21:42:55.740000,179.1,1,15.153,7.196,304.7,484.9,22.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_01/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:33:54.991000,2026-07-31T11:37:15.047000,200.1,1,16.372,9.42,294.7,484.8,28.2
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_02/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:37:22.891000,2026-07-31T11:40:15.941000,173.1,1,13.575,8.821,282.7,517.8,25.6
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_03/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:40:24.041000,2026-07-31T11:43:16.090000,172.0,1,13.87,9.038,290.5,484.1,25.6
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_04/telemetria_gpu.csv,prueba_carga_usuarios/confianza_5090,gtc2pc4,llamacpp,2026-07-31T11:43:23.691000,2026-07-31T11:46:26.743000,183.1,1,14.707,9.577,289.5,501.4,25.6
