campana,maquina,tipo,serie,motor,celda,repeticion,concurrencia,peticion,ttft_ms,total_ms,tokens,tps,router_s,recuperador_s,generador_s,total_s,error,origen
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,15,11,4529,5979,109,18.2,1.16,0.67,3.91,5.74,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,15,12,3435,8852,405,45.8,1.2,0.32,7.08,8.6,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,15,13,14884,20679,315,15.2,2.96,0.69,16.66,20.31,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,15,14,18691,21842,176,8.1,4.33,0.62,16.59,21.54,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,15,15,10726,18213,431,23.7,2.65,0.5,14.76,17.91,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,1,6363,10874,384,35.3,2.17,0.4,8.01,10.58,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,2,7977,11996,334,27.8,2.29,0.64,9.03,11.96,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,3,13848,18425,322,17.5,3.45,0.32,14.37,18.14,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,4,10702,15818,355,22.4,2.62,0.36,12.47,15.45,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,5,5408,6435,88,13.7,1.88,0.06,4.28,6.22,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,6,5139,7645,232,30.3,1.38,0.53,5.54,7.45,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,7,4930,11335,510,45.0,1.22,0.43,9.44,11.09,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,8,6118,11124,425,38.2,1.99,0.06,8.87,10.92,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,9,1323,1642,51,31.1,0.96,,0.67,1.63,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,10,12099,13922,154,11.1,3.12,0.27,10.31,13.7,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,11,4816,6197,109,17.6,1.3,0.6,4.08,5.98,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,12,15164,20795,304,14.6,3.68,0.19,16.69,20.56,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,13,11059,15010,304,20.3,2.85,0.48,11.31,14.64,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,14,19088,23211,190,8.2,4.45,0.77,17.68,22.9,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,15,18127,26559,414,15.6,4.08,0.61,21.59,26.28,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,16,15974,19791,247,12.5,3.91,0.18,15.49,19.58,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,17,20336,25715,314,12.2,4.63,0.67,20.09,25.39,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,18,21255,26246,319,12.2,5.25,0.63,20.07,25.95,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,19,23580,26580,229,8.6,4.98,0.88,20.49,26.35,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,20,20,11458,18212,525,28.8,2.98,0.37,14.63,17.98,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,1,28358,30777,226,7.3,5.41,0.98,24.15,30.54,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,2,20305,23064,260,11.3,3.95,0.59,18.48,23.02,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,3,30519,35004,366,10.5,6.16,0.71,27.7,34.57,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,4,30730,34904,340,9.7,6.92,0.21,27.4,34.53,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,5,23147,24877,86,3.5,4.52,0.05,20.1,24.67,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,6,6284,9459,227,24.0,1.4,0.6,7.24,9.24,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,7,19911,27875,571,20.5,3.62,0.63,23.33,27.58,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,8,18688,24114,428,17.7,3.86,0.19,19.81,23.86,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,9,3098,3452,56,16.2,2.75,,0.67,3.42,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,10,28902,30594,160,5.2,5.7,0.72,23.94,30.36,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,11,5717,6917,45,6.5,1.31,0.25,5.07,6.63,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,12,14299,20401,371,18.2,3.0,0.82,16.31,20.13,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,13,27742,31206,293,9.4,4.81,1.33,24.68,30.82,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,14,24542,27209,187,6.9,3.73,1.18,22.02,26.93,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,15,27134,31931,406,12.7,5.5,0.46,25.66,31.62,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,16,9383,13963,220,15.8,2.29,0.27,11.17,13.73,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,17,24810,29108,343,11.8,4.72,0.95,23.08,28.75,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,18,6735,11885,332,27.9,1.36,0.64,9.57,11.57,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,19,25714,28396,227,8.0,4.55,1.1,22.53,28.18,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,20,8245,18784,591,31.5,2.16,0.38,16.0,18.54,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,21,7236,8068,68,8.4,2.11,0.08,5.67,7.86,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,22,6127,10077,285,28.3,1.43,0.19,8.15,9.77,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,23,10457,16286,281,17.3,2.32,0.52,13.16,16.0,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,24,12783,20117,411,20.4,3.11,0.43,16.17,19.71,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,09,25,25,16571,25874,637,24.6,2.86,1.12,21.53,25.51,,confianza/llamacpp/26b_4b_np4/run_09/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,1,1,1901,4161,355,85.3,0.82,0.4,2.7,3.92,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,5,1,2417,7140,381,53.4,1.0,0.91,4.97,6.88,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,5,2,2065,3981,154,38.7,1.0,0.73,2.03,3.76,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,5,3,4431,8315,435,52.3,2.26,0.48,5.26,8.0,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,5,4,2065,7010,391,55.8,1.08,0.81,4.91,6.8,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,5,5,1896,5651,291,51.5,0.91,0.31,4.41,5.63,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,1,10793,14640,342,23.4,3.35,0.36,10.69,14.4,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,2,4404,6966,159,22.8,1.34,0.8,4.6,6.74,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,3,9179,14100,351,24.9,2.62,0.37,10.81,13.8,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,4,2679,9281,395,42.6,1.37,0.74,6.93,9.04,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,5,11275,14051,237,16.9,4.05,0.18,9.8,14.03,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,6,10062,11502,105,9.1,1.93,1.21,8.17,11.31,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,7,4495,9858,360,36.5,1.26,0.85,7.5,9.61,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,8,7116,10848,251,23.1,2.05,0.86,7.76,10.67,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,9,5097,11356,423,37.3,2.1,0.36,8.7,11.16,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,10,10,2578,5125,115,22.4,1.21,0.68,3.07,4.96,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,1,6577,11453,332,29.0,1.99,0.95,8.24,11.18,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,2,11327,14266,158,11.1,2.89,0.72,10.41,14.02,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,3,12430,21254,692,32.6,2.99,0.91,17.01,20.91,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,4,9430,16582,428,25.8,2.83,0.42,13.03,16.28,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,5,3948,6471,238,36.8,1.24,0.23,4.98,6.45,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,6,3840,5102,97,19.0,1.11,0.29,3.41,4.81,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,7,16439,20298,285,14.0,4.01,1.06,14.95,20.02,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,8,15425,19117,278,14.5,3.82,1.23,13.87,18.92,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,9,6237,11979,410,34.2,2.06,0.86,8.85,11.77,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,10,5075,6243,116,18.6,1.93,0.25,3.89,6.07,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,11,4133,5819,150,25.8,1.39,0.17,3.96,5.52,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,12,3121,9545,512,53.6,1.15,0.05,8.1,9.3,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,13,5660,7896,205,26.0,2.16,0.06,5.38,7.6,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,14,8459,15287,396,25.9,2.89,0.17,12.2,15.26,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,15,15,14852,19810,346,17.5,3.71,0.55,15.19,19.45,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,1,15678,20473,332,16.2,3.59,0.35,16.24,20.18,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,2,21082,23089,158,6.8,4.79,1.02,17.06,22.87,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,3,10253,16502,435,26.4,2.73,0.55,12.9,16.18,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,4,20902,23897,342,14.3,5.16,0.64,17.87,23.67,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,5,4700,8174,256,31.3,1.23,0.05,6.87,8.15,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,6,7878,9344,102,10.9,1.89,0.26,6.98,9.13,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,7,14305,18440,252,13.7,2.85,0.8,14.49,18.14,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,8,5210,9036,282,31.2,1.16,0.42,7.23,8.81,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,9,8268,15489,496,32.0,2.04,0.55,12.68,15.27,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,10,8679,10307,109,10.6,1.94,0.76,7.39,10.09,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,11,18305,21272,200,9.4,4.4,0.14,16.4,20.94,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,12,8953,14351,375,26.1,2.16,0.56,11.39,14.11,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,13,15445,17725,169,9.5,3.51,0.19,13.74,17.44,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,14,12451,15501,211,13.6,3.12,0.2,12.15,15.47,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,15,4555,8807,282,32.0,1.2,0.05,7.18,8.43,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,16,16539,20791,295,14.2,3.75,0.26,16.76,20.77,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,17,18100,22933,348,15.2,4.02,0.42,18.19,22.63,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,18,5805,7981,173,21.7,1.45,0.19,6.08,7.72,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,19,20528,22820,191,8.4,4.57,0.61,17.61,22.79,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,20,20,9500,11773,209,17.8,2.76,0.31,8.52,11.59,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,1,9249,13155,332,25.2,1.89,0.78,10.18,12.85,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,2,10982,12847,158,12.3,2.09,1.23,9.28,12.6,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,3,6388,11200,375,33.5,1.19,0.78,8.86,10.83,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,4,11453,16017,364,22.7,2.96,0.45,12.4,15.81,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,5,8784,11319,236,20.9,2.03,0.47,8.78,11.28,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,6,13041,14100,101,7.2,2.72,0.86,10.32,13.9,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,7,7265,10605,284,26.8,1.21,1.26,7.89,10.36,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,8,5371,9313,234,25.1,1.09,0.46,7.56,9.11,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,9,10628,14442,336,23.3,1.99,1.04,11.17,14.2,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,10,20426,21200,49,2.3,4.26,0.37,16.39,21.02,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,11,14038,18025,200,11.1,2.79,0.98,13.93,17.7,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,12,25411,30202,366,12.1,6.16,0.19,23.6,29.95,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,13,17846,20498,194,9.5,4.49,0.05,15.64,20.18,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,14,16709,23372,422,18.1,3.94,0.4,19.0,23.34,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,15,21199,27468,379,13.8,5.0,0.05,22.02,27.07,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,16,16982,21931,354,16.1,4.35,0.17,17.37,21.89,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,17,6382,9013,179,19.9,1.3,0.51,6.81,8.62,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,18,12780,14917,174,11.7,3.01,0.45,11.21,14.67,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,19,14366,16880,119,7.0,3.71,0.58,12.56,16.85,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,20,27544,30593,299,9.8,7.09,0.36,22.93,30.38,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,21,22460,25058,158,6.3,4.67,0.47,19.67,24.81,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,22,25110,29648,325,11.0,5.41,0.88,23.14,29.43,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,23,15215,25507,570,22.3,3.49,0.81,20.93,25.23,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,24,23893,28457,314,11.0,5.19,0.53,22.47,28.19,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,08,25,25,8608,9096,70,7.7,3.44,,5.62,9.06,,confianza/llamacpp/26b_4b_np4/run_08/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,1,1,1042,1333,46,34.5,0.67,,0.65,1.32,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,5,1,903,1207,49,40.6,0.58,,0.61,1.19,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,5,2,2356,8037,461,57.4,1.21,0.38,6.23,7.82,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,5,3,3462,8653,528,61.0,2.51,0.52,5.42,8.45,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,5,4,2085,6970,359,51.5,0.9,0.45,5.28,6.63,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,5,5,1179,5351,238,44.5,0.88,0.05,4.22,5.15,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,10,1,1174,1686,57,33.8,0.87,,0.64,1.51,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
confianza,voz05,repeticiones emparejadas,llamacpp,llamacpp,26b_4b_np4,03,10,2,2917,10855,589,54.3,1.31,1.05,8.3,10.66,,confianza/llamacpp/26b_4b_np4/run_03/sweep.json
